Endergebnis der Landtagswahl vom 22. März 2026 (Stimmbezirksebene);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identifikationsschlüssel;"Stimm
bezirk-Id";"Stimmbezirks-
kennzeichen";Bezeichnung;"GUW 
(Gesamt, Urnenwahl,
Wahlschein/Briefwahl)";"Stimmbezirk für repr.
Wahlstatistik";A;A1;A2;A3;B;B1;Wahlbeteiligung;"ungültige 
Wahlkreisstimmen";"ungültige 
Wahlkreisstimmen Prozent";"gültige 
Wahlkreis-
stimmen";"gültige Wahlkreis-
stimmen 
Prozent";SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ungültige Landesstimmen;ungültige Landesstimmen Prozent;gültige Landesstimmen;gültige Landesstimmen Prozent;SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Berechnung Wahlbeteiligung;Zusammenlegung Abgabe Identifikationsschlüssel;Zusammenlegung Grund;Zusammenlegung Aufnahme
2,20233E+12;0;GD;Pelm;G;0;713;474;239;0;469;219;65,8;7;1,5;462;98,5;111;24;205;44,4;;;98;21,2;7;1,5;17;3,7;17;3,7;;;;;7;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1,5;462;98,5;79;17,1;201;43,5;20;4,3;105;22,7;5;1,1;17;3,7;13;2,8;6;1,3;2;0,4;3;0,6;10;2,2;1;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;2900;SB;Pelm;U;0;713;474;239;0;469;219;65,8;7;1,5;462;98,5;111;24;205;44,4;;;98;21,2;7;1,5;17;3,7;17;3,7;;;;;7;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1,5;462;98,5;79;17,1;201;43,5;20;4,3;105;22,7;5;1,1;17;3,7;13;2,8;6;1,3;2;0,4;3;0,6;10;2,2;1;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Rockeskyll;G;0;210;148;62;0;155;58;73,8;1;0,6;154;99,4;39;25,3;68;44,2;;;16;10,4;6;3,9;13;8,4;9;5,8;;;;;3;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;155;100;38;24,5;65;41,9;11;7,1;16;10,3;5;3,2;9;5,8;4;2,6;5;3,2;0;0;0;0;2;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3100;SB;Rockeskyll;U;0;210;148;62;0;155;58;73,8;1;0,6;154;99,4;39;25,3;68;44,2;;;16;10,4;6;3,9;13;8,4;9;5,8;;;;;3;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;155;100;38;24,5;65;41,9;11;7,1;16;10,3;5;3,2;9;5,8;4;2,6;5;3,2;0;0;0;0;2;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Salm;G;0;264;173;91;0;200;87;75,8;1;0,5;199;99,5;26;13,1;135;67,8;;;20;10,1;4;2;6;3;6;3;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;198;99;28;14,1;121;61,1;5;2,5;24;12,1;2;1;9;4,5;4;2;3;1,5;0;0;1;0,5;1;0,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3200;SB;Salm;U;0;264;173;91;0;200;87;75,8;1;0,5;199;99,5;26;13,1;135;67,8;;;20;10,1;4;2;6;3;6;3;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;198;99;28;14,1;121;61,1;5;2,5;24;12,1;2;1;9;4,5;4;2;3;1,5;0;0;1;0,5;1;0,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Üxheim;G;0;1083;671;412;0;811;383;74,9;13;1,6;798;98,4;153;19,2;461;57,8;;;86;10,8;21;2,6;28;3,5;30;3,8;;;;;19;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;1,6;798;98,4;127;15,9;412;51,6;53;6,6;94;11,8;20;2,5;34;4,3;28;3,5;7;0,9;8;1;7;0,9;8;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3700;SB;Üxheim (Üxheim-Ahütte);U;0;371;207;164;0;276;154;74,4;5;1,8;271;98,2;56;20,7;157;57,9;;;19;7;7;2,6;12;4,4;11;4,1;;;;;9;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,8;271;98,2;44;16,2;141;52;28;10,3;22;8,1;6;2,2;10;3,7;11;4,1;2;0,7;4;1,5;2;0,7;1;0,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3710;SB;Üxheim (Heyroth);U;0;66;50;16;0;51;14;77,3;2;3,9;49;96,1;8;16,3;23;46,9;;;6;12,2;5;10,2;2;4,1;3;6,1;;;;;2;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;50;98;7;14;24;48;1;2;7;14;5;10;1;2;3;6;0;0;0;0;1;2;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3720;SB;Üxheim (Leudersdorf);U;0;369;230;139;0;278;128;75,3;0;0;278;100;53;19,1;163;58,6;;;32;11,5;5;1,8;7;2,5;12;4,3;;;;;6;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,7;276;99,3;43;15,6;151;54,7;15;5,4;33;12;5;1,8;8;2,9;8;2,9;1;0,4;3;1,1;4;1,4;5;1,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3730;SB;Üxheim (Niederehe);U;0;277;184;93;0;206;87;74,4;6;2,9;200;97,1;36;18;118;59;;;29;14,5;4;2;7;3,5;4;2;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2,4;201;97,6;33;16,4;96;47,8;9;4,5;32;15,9;4;2;15;7,5;6;3;4;2;1;0,5;0;0;1;0,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Walsdorf;G;0;696;478;218;0;415;205;59,6;4;1;411;99;73;17,8;201;48,9;;;89;21,7;7;1,7;17;4,1;14;3,4;;;;;10;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2,2;406;97,8;65;16;169;41,6;24;5,9;91;22,4;5;1,2;19;4,7;12;3;2;0,5;5;1,2;2;0,5;10;2,5;2;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3800;SB;Walsdorf;U;0;696;478;218;0;415;205;59,6;4;1;411;99;73;17,8;201;48,9;;;89;21,7;7;1,7;17;4,1;14;3,4;;;;;10;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2,2;406;97,8;65;16;169;41,6;24;5,9;91;22,4;5;1,2;19;4,7;12;3;2;0,5;5;1,2;2;0,5;10;2,5;2;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Wiesbaum;G;0;494;270;224;0;374;212;75,7;4;1,1;370;98,9;67;18,1;190;51,4;;;62;16,8;14;3,8;16;4,3;11;3;;;;;10;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1,9;367;98,1;49;13,4;177;48,2;21;5,7;71;19,3;11;3;21;5,7;7;1,9;1;0,3;4;1,1;3;0,8;2;0,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3900;SB;Wiesbaum;U;0;494;270;224;0;374;212;75,7;4;1,1;370;98,9;67;18,1;190;51,4;;;62;16,8;14;3,8;16;4,3;11;3;;;;;10;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1,9;367;98,1;49;13,4;177;48,2;21;5,7;71;19,3;11;3;21;5,7;7;1,9;1;0,3;4;1,1;3;0,8;2;0,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Birresborn;G;0;800;407;393;0;572;372;71,5;2;0,3;570;99,7;79;13,9;379;66,5;;;72;12,6;4;0,7;15;2,6;14;2,5;;;;;7;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1,4;564;98,6;71;12,6;315;55,9;26;4,6;82;14,5;8;1,4;20;3,5;19;3,4;10;1,8;2;0,4;5;0,9;6;1,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;600;SB;Birresborn;U;0;800;407;393;0;572;372;71,5;2;0,3;570;99,7;79;13,9;379;66,5;;;72;12,6;4;0,7;15;2,6;14;2,5;;;;;7;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1,4;564;98,6;71;12,6;315;55,9;26;4,6;82;14,5;8;1,4;20;3,5;19;3,4;10;1,8;2;0,4;5;0,9;6;1,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Densborn;G;0;381;241;140;0;274;128;71,9;1;0,4;273;99,6;55;20,1;146;53,5;;;31;11,4;7;2,6;16;5,9;9;3,3;;;;;9;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,1;271;98,9;56;20,7;117;43,2;13;4,8;40;14,8;7;2,6;15;5,5;9;3,3;0;0;2;0,7;5;1,8;7;2,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;700;SB;Densborn;U;0;381;241;140;0;274;128;71,9;1;0,4;273;99,6;55;20,1;146;53,5;;;31;11,4;7;2,6;16;5,9;9;3,3;;;;;9;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,1;271;98,9;56;20,7;117;43,2;13;4,8;40;14,8;7;2,6;15;5,5;9;3,3;0;0;2;0,7;5;1,8;7;2,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Duppach;G;0;214;141;73;0;156;66;72,9;1;0,6;155;99,4;33;21,3;81;52,3;;;23;14,8;7;4,5;4;2,6;6;3,9;;;;;1;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;156;100;28;17,9;72;46,2;9;5,8;28;17,9;5;3,2;5;3,2;7;4,5;2;1,3;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;900;SB;Duppach;U;0;214;141;73;0;156;66;72,9;1;0,6;155;99,4;33;21,3;81;52,3;;;23;14,8;7;4,5;4;2,6;6;3,9;;;;;1;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;156;100;28;17,9;72;46,2;9;5,8;28;17,9;5;3,2;5;3,2;7;4,5;2;1,3;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Hallschlag;G;0;327;218;109;0;216;103;66,1;0;0;216;100;43;19,9;89;41,2;;;52;24,1;14;6,5;11;5,1;7;3,2;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;215;99,5;36;16,7;83;38,6;10;4,7;52;24,2;8;3,7;14;6,5;5;2,3;3;1,4;0;0;1;0,5;3;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;1400;SB;Hallschlag;U;0;327;218;109;0;216;103;66,1;0;0;216;100;43;19,9;89;41,2;;;52;24,1;14;6,5;11;5,1;7;3,2;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;215;99,5;36;16,7;83;38,6;10;4,7;52;24,2;8;3,7;14;6,5;5;2,3;3;1,4;0;0;1;0,5;3;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Kerschenbach;G;0;149;110;39;0;101;37;67,8;3;3;98;97;27;27,6;43;43,9;;;17;17,3;5;5,1;4;4,1;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100;99;27;27;36;36;5;5;20;20;4;4;5;5;0;0;0;0;2;2;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;2000;SB;Kerschenbach;U;0;149;110;39;0;101;37;67,8;3;3;98;97;27;27,6;43;43,9;;;17;17,3;5;5,1;4;4,1;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100;99;27;27;36;36;5;5;20;20;4;4;5;5;0;0;0;0;2;2;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Kopp;G;0;117;60;57;0;95;53;81,2;0;0;95;100;16;16,8;50;52,6;;;21;22,1;2;2,1;6;6,3;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2,1;93;97,9;20;21,5;42;45,2;1;1,1;21;22,6;0;0;6;6,5;1;1,1;2;2,2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;2100;SB;Kopp;U;0;117;60;57;0;95;53;81,2;0;0;95;100;16;16,8;50;52,6;;;21;22,1;2;2,1;6;6,3;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2,1;93;97,9;20;21,5;42;45,2;1;1,1;21;22,6;0;0;6;6,5;1;1,1;2;2,2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Mürlenbach;G;0;397;241;156;0;282;141;71;8;2,8;274;97,2;36;13,1;139;50,7;;;56;20,4;4;1,5;17;6,2;16;5,8;;;;;6;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,8;277;98,2;41;14,8;112;40,4;12;4,3;63;22,7;3;1,1;18;6,5;12;4,3;3;1,1;4;1,4;3;1,1;6;2,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;2300;SB;Mürlenbach;U;0;397;241;156;0;282;141;71;8;2,8;274;97,2;36;13,1;139;50,7;;;56;20,4;4;1,5;17;6,2;16;5,8;;;;;6;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1,8;277;98,2;41;14,8;112;40,4;12;4,3;63;22,7;3;1,1;18;6,5;12;4,3;3;1,1;4;1,4;3;1,1;6;2,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Nohn;G;0;356;252;104;0;261;94;73,3;5;1,9;256;98,1;40;15,6;143;55,9;;;28;10,9;6;2,3;16;6,3;19;7,4;;;;;4;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,8;259;99,2;36;13,9;128;49,4;20;7,7;30;11,6;2;0,8;19;7,3;14;5,4;5;1,9;4;1,5;0;0;1;0,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;2500;SB;Nohn;U;0;356;252;104;0;261;94;73,3;5;1,9;256;98,1;40;15,6;143;55,9;;;28;10,9;6;2,3;16;6,3;19;7,4;;;;;4;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0,8;259;99,2;36;13,9;128;49,4;20;7,7;30;11,6;2;0,8;19;7,3;14;5,4;5;1,9;4;1,5;0;0;1;0,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Ormont;G;0;279;203;76;0;195;71;69,9;4;2,1;191;97,9;22;11,5;125;65,4;;;25;13,1;2;1;8;4,2;7;3,7;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2,1;191;97,9;19;9,9;107;56;5;2,6;29;15,2;1;0,5;15;7,9;7;3,7;1;0,5;3;1,6;1;0,5;3;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;2800;SB;Ormont;U;0;279;203;76;0;195;71;69,9;4;2,1;191;97,9;22;11,5;125;65,4;;;25;13,1;2;1;8;4,2;7;3,7;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2,1;191;97,9;19;9,9;107;56;5;2,6;29;15,2;1;0,5;15;7,9;7;3,7;1;0,5;3;1,6;1;0,5;3;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Reuth;G;0;137;90;47;0;108;45;78,8;0;0;108;100;21;19,4;48;44,4;;;22;20,4;4;3,7;9;8,3;1;0,9;;;;;3;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,9;107;99,1;26;24,3;36;33,6;3;2,8;24;22,4;3;2,8;12;11,2;1;0,9;0;0;0;0;2;1,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3000;SB;Reuth;U;0;137;90;47;0;108;45;78,8;0;0;108;100;21;19,4;48;44,4;;;22;20,4;4;3,7;9;8,3;1;0,9;;;;;3;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,9;107;99,1;26;24,3;36;33,6;3;2,8;24;22,4;3;2,8;12;11,2;1;0,9;0;0;0;0;2;1,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;0;GD;Scheid;G;0;107;77;30;0;92;29;86;0;0;92;100;19;20,7;33;35,9;;;22;23,9;8;8,7;7;7,6;1;1,1;;;;;2;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,1;91;98,9;16;17,6;30;33;6;6,6;24;26,4;4;4,4;7;7,7;1;1,1;1;1,1;1;1,1;0;0;1;1,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
2,20233E+12;3300;SB;Scheid;U;0;107;77;30;0;92;29;86;0;0;92;100;19;20,7;33;35,9;;;22;23,9;8;8,7;7;7,6;1;1,1;;;;;2;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,1;91;98,9;16;17,6;30;33;6;6,6;24;26,4;4;4,4;7;7,7;1;1,1;1;1,1;1;1,1;0;0;1;1,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
