county,year,Arbeitslosenquote_inkar,Zuzugsrate_inkar,Fortzugsrate_inkar,Haushaltseinkommen_inkar,Asylbewerber_inkar
9175,2012,2.33,65.64,50.39,2081.35,0.78
9175,2013,2.4,64.89,51.74,2098.63,1.43
9175,2014,2.39,69.51,57.95,2150.23,1.96
9175,2015,2.15,77.64,59.82,2164.5,9.16
9175,2016,2.27,74.29,63.4,2201.04,4.97
9175,2017,1.98,66.58,54.94,2287.31,3.52
9175,2018,1.89,64.25,55.65,2346.66,3.1
9175,2019,1.82,70.27,59.94,2393.9,3.3
9175,2020,2.42,59.74,56.35,,3.19
9175,1995,,65.34,56.69,,
9175,1996,,64.49,55.73,,
9175,1997,,63.45,54.41,,
9176,1998,5.11,43.57,37.74,,
9176,1999,4.47,50.12,34.98,,
9176,2000,3.95,46.43,40.36,1279.67,
9176,2001,3.69,46.47,37.49,1330.62,
9176,2002,4.07,47.47,37.93,1332.28,
9176,2003,4.22,44.21,42.14,1365.79,
9176,2004,4.02,42.67,42.6,1415.02,
9176,2005,4.36,39.09,38.9,1440.87,
9176,2006,3.42,44.33,41.05,1473.46,
9176,2007,2.18,43.76,39.9,1518.31,
9176,2008,1.64,42.07,39.95,1571.31,
9176,2009,2.21,40.18,41.52,1563.07,
9176,2010,1.92,41.06,39.52,1646.57,0.43
9176,2011,1.43,46.26,43.47,1741.21,0.38
9176,2012,1.25,51.45,44.06,1834.04,0.36
9176,2013,1.3,50.56,45.85,1865.35,0.33
9176,2014,1.36,54.53,45.66,1906.81,2.73
9176,2015,1.29,61.3,49.87,1941.35,13.34
9176,2016,1.38,63.86,51.17,1960.9,12.78
9176,2017,1.45,53.72,49.85,1983.05,9.77
9176,2018,1.29,53.42,50,2046.14,8.64
9176,2019,1.35,52.14,50.55,2112.61,8.01
9176,2020,1.96,46.11,45.31,,7.21
9176,1995,,47.52,36.65,,
9176,1996,,43.41,37.75,,
9176,1997,,43.14,36.72,,
9177,1998,4.04,57.78,43.73,,
9177,1999,3.55,61.94,43.56,,
9177,2000,3.12,60.75,43.37,1358.97,
9177,2001,2.82,54.91,41.29,1444.77,
9177,2002,3.5,49.21,42.3,1447.8,
9177,2003,4.15,50.58,41.52,1475.87,
9177,2004,4.05,49.4,40.84,1526.23,
9177,2005,4.33,44.9,38.85,1550.38,
9177,2006,3.93,45.44,42.24,1583.82,
9177,2007,3.16,46.41,40.16,1615.67,
9177,2008,2.42,45,41.41,1664.88,
9177,2009,2.78,42.92,38.04,1638.4,
9177,2010,2.73,42.22,38.31,1710.92,0.06
9177,2011,2.16,47.91,39.72,1802.84,0.08
9177,2012,1.98,54.47,43.14,1887.93,0.95
9177,2013,2.1,56.61,43.11,1890.01,2.11
9177,2014,2.13,56.53,46.75,1935.4,4.05
9177,2015,1.96,60.26,47.66,1944.12,15.22
9177,2016,1.9,62.24,48.4,2005.57,7.62
9177,2017,1.81,56,47.54,2083.2,5.33
9177,2018,1.76,56.03,52.27,2145.25,4.71
9177,2019,1.8,57.95,55.06,2207.82,5.38
9177,2020,2.48,55.51,50.83,,5.51
9177,1995,,61.69,44.75,,
9177,1996,,57.13,40.75,,
9177,1997,,56.99,42.64,,
9178,1998,4.14,63.22,57.08,,
9178,1999,3.41,63.13,54.1,,
9178,2000,2.63,67.32,55.89,1441.67,
9178,2001,2.63,77.21,61.94,1511.91,
9178,2002,3.47,69.01,62.09,1495.79,
9178,2003,4.37,62.33,60.36,1522.01,
9178,2004,4.29,59.67,56.12,1556.05,
9178,2005,4.3,58.29,53.46,1564.42,
9178,2006,3.67,60.25,52.3,1576.63,
9178,2007,3.18,63,52.8,1590.07,
9178,2008,2.46,58.56,56.04,1635.02,
9178,2009,3.28,54.11,57.17,1617.2,
9178,2010,3.08,57.01,54.41,1682.53,0.04
9178,2011,2.14,67.31,58.54,1789.23,0.15
9178,2012,2.26,70.67,60.56,1827.56,0.85
9178,2013,2.5,75.49,62.32,1829.56,1.75
9178,2014,2.42,75.29,70.15,1866.01,2.73
9178,2015,2.15,81.91,68.08,1893.21,3.11
9178,2016,2.15,84.78,72.97,1948.85,10.6
9178,2017,2.06,75.14,66.27,1996.59,6.78
9178,2018,1.98,72.64,69.03,2058.1,6.04
9178,2019,2.05,74.94,72.32,2113.63,5.65
9178,2020,2.78,67.25,66.65,,5.41
9178,1995,,69.19,57.1,,
9178,1996,,64.64,54.48,,
9178,1997,,63.59,55.08,,
9179,1998,5.3,53.56,49.16,,
9179,1999,5.05,53.6,44.39,,
9179,2000,4.01,51.9,43.24,1615.61,
9179,2001,3.5,53.08,41.01,1675.39,
9179,2002,4.45,51.12,45.04,1659.74,
9179,2003,5.26,49.71,47.71,1686.78,
9179,2004,5.34,47.23,43.66,1721.54,
9179,2005,5.44,47.55,43.73,1741.95,
9179,2006,4.98,46.48,43.63,1770.86,
9179,2007,4.2,47.03,43.91,1800.82,
9179,2008,3.4,46.38,42.91,1845.99,
9179,2009,3.78,49.02,42.68,1801.3,
9179,2010,3.74,48.42,40.84,1860.52,0.32
9179,2011,3.27,53.12,42.33,1958.94,0.36
9179,2012,3.06,53.7,43.57,1993,0.68
9179,2013,3.1,57.57,43.54,1996.18,1.54
9179,2014,3.17,58.01,49.35,2011.72,2.35
9179,2015,3.04,63.69,48.61,2075.8,4.81
9179,2016,2.72,72.95,55.15,2089.94,11.05
9179,2017,2.58,60.55,56.72,2146.97,7.65
9179,2018,2.5,64.39,58.63,2208.18,7.58
9179,2019,2.46,61.31,61.9,2274.39,6.53
9179,2020,3.32,55.19,56.88,,6.03
9179,1995,,53.76,51.27,,
9179,1996,,51.42,48.8,,
9179,1997,,50.02,48.68,,
9180,1998,5.14,58.13,54.49,,
9180,1999,4.53,54.72,50.89,,
9180,2000,3.85,53.92,47.3,1431.26,
9180,2001,3.76,55.94,44.61,1497.49,
9180,2002,4.19,54.35,48.73,1476.14,
9180,2003,5.27,47.14,46.32,1529.81,
9180,2004,5.39,46.48,47.5,1569.66,
9180,2005,6.05,49.03,41.46,1587.7,
9180,2006,5.63,44.68,46.5,1628.94,
9180,2007,4.61,47.45,44.87,1646.24,
9180,2008,4.16,46.24,45.85,1721.47,
9180,2009,4.37,47.14,45.66,1711.94,
9180,2010,4.4,48.74,44.3,1796.05,0.01
9180,2011,3.9,52.38,45.69,1914.66,0.11
9180,2012,3.71,54.33,45.05,1829.08,0.67
9180,2013,4,61.34,50.01,1863.67,2.35
9180,2014,3.71,64.33,55.51,1894.39,4.35
9180,2015,3.62,68.95,48.45,1990.26,3.72
9180,2016,3.7,74.46,68.39,1983.45,9.78
9180,2017,3.39,60.42,54.02,2094.81,7.44
9180,2018,2.89,61.15,54.78,2159.46,7.49
9180,2019,2.67,57.89,54.49,2207.12,8.38
9180,2020,3.61,52.96,50.23,,8.33
9180,1995,,60.56,54.8,,
9180,1996,,57.11,55.25,,
9180,1997,,56.59,53.81,,
9181,1998,5.15,69.03,58.91,,
9181,1999,4.43,70.5,61.6,,
9181,2000,3.51,62.56,49.33,1580.21,
9181,2001,3.17,66.93,53.2,1648.84,
9181,2002,3.75,54.31,42.77,1553.23,
9181,2003,5.05,51.2,40.53,1536.54,
9181,2004,5.26,48.41,41.53,1552.61,
9181,2005,6.06,50.11,43.88,1597.82,
9181,2006,5.55,45.47,44.1,1662.14,
9181,2007,4.15,47.56,39.62,1708.49,
9181,2008,3.07,45.24,42.02,1744.07,
9181,2009,3.67,43.73,40.26,1686.22,
9181,2010,3.53,43.11,38.69,1736.79,0.03
9181,2011,2.94,46.35,41.11,1850.59,0.17
9181,2012,2.72,48.1,41.73,1898.5,0.82
9181,2013,2.9,47.48,41.17,1915.76,2.13
9181,2014,2.97,53.08,43,1960.12,3.45
9181,2015,2.85,56.79,43.21,2006.2,7.62
9181,2016,3.05,55.34,43.93,2060.46,9.64
9181,2017,2.69,46.66,43.18,2157.86,3.78
9181,2018,2.28,50.99,43.61,2220.57,3.42
9181,2019,2.18,47.69,44.96,2282.88,3.82
9181,2020,3.03,49.35,43.03,,4.92
9181,1995,,73.04,60.33,,
9181,1996,,67.06,59.09,,
9181,1997,,65.48,59.34,,
9182,1998,4.76,47.63,43.1,,
9182,1999,4.28,52.06,42.98,,
9182,2000,3.83,53.91,43.71,1750.51,
9182,2001,3.73,54.58,42.29,1825.21,
9182,2002,4.23,51.72,44.13,1756.12,
9182,2003,5.46,48.06,43.38,1790.52,
9182,2004,5.27,44.47,41.67,1819.69,
9182,2005,5.28,52.56,40.73,1898.41,
9182,2006,5.31,46.74,44.82,2013.8,
9182,2007,4.29,45.09,41.6,2106.36,
9182,2008,3.62,47.18,45.74,2099.59,
9182,2009,3.84,45.96,41.99,1976.25,
9182,2010,3.8,45.47,41.76,2002.63,0
9182,2011,3.17,50.13,44.15,2141.21,0.35
9182,2012,2.86,54.13,43.2,2259.91,0.8
9182,2013,2.9,58.84,43.22,2309.18,2.14
9182,2014,2.89,59.67,50.46,2234.11,3.54
9182,2015,2.7,64.88,47.72,2277.63,31.72
9182,2016,2.79,61.65,55.4,2334,7.11
9182,2017,2.55,53.5,48.49,2832.37,4.48
9182,2018,2.34,55.59,48.11,2903.29,4.07
9182,2019,2.18,55.66,50.31,2962.35,4.09
9182,2020,2.88,49.83,44.95,,3.54
9182,1995,,46.86,46.07,,
9182,1996,,47.88,41.38,,
9182,1997,,48.53,46.34,,
9183,1998,6.44,36.99,34.25,,
9183,1999,6.24,38.24,32.43,,
9183,2000,5.2,37.92,30.63,1323.24,
9183,2001,5.08,42.18,29.34,1376.66,
9183,2002,6.12,38.51,29.75,1365.91,
9183,2003,7.14,35.89,31.13,1403.91,
9183,2004,7.42,34.65,32.28,1449.84,
9183,2005,8.3,33.34,31.03,1471.55,
9183,2006,7.38,35.2,36.35,1513.85,
9183,2007,5.8,36.68,35.09,1557.76,
9183,2008,4.65,36.71,36.35,1602.51,
9183,2009,5.05,38.42,35.56,1565.23,
9183,2010,4.38,37.3,33.96,1620.41,0.01
9183,2011,3.88,45.21,38.57,1744.38,0.55
9183,2012,3.69,48.2,39.85,1814.1,0.48
9183,2013,3.9,53.07,40.93,1813.68,1.78
9183,2014,4.03,58.71,47.37,1833.67,2.85
9183,2015,3.92,62.28,43.63,1852.15,8.9
9183,2016,3.8,67.03,53.52,1914.54,10.25
9183,2017,3.59,59.15,46.64,1957.52,7.49
9183,2018,3.1,61.72,52.92,2010.73,7.05
9183,2019,3.01,58.94,52.33,2063.06,6.21
9183,2020,3.74,54.23,45.29,,5.24
9183,1995,,40.13,32.95,,
9183,1996,,39.19,31.93,,
9183,1997,,38.31,34.27,,
9184,1998,4.58,82.17,73.36,,
9184,1999,4.36,86.22,73.5,,
9184,2000,3.64,85.73,68.4,1951.55,
9184,2001,3.05,84.24,69.65,2054.7,
9184,2002,3.76,80.4,71.65,1989.26,
9184,2003,4.64,77.41,75.03,2034.47,
9184,2004,4.43,77.25,70.31,2064.64,
9184,2005,4.84,77.72,69.18,2144.23,
9184,2006,4.19,77.56,70.64,2226.73,
9184,2007,3.6,78.67,67.28,2280.23,
9184,2008,3.01,76.19,70.44,2296.69,
9184,2009,3.5,72.73,67.16,2195.64,
9184,2010,3.27,72.25,62.53,2241.77,0.28
9184,2011,2.78,80.94,65.56,2368.86,0.32
9184,2012,2.89,81.81,67.79,2403.06,0.69
9184,2013,3,81.25,68.94,2400.78,1.52
9184,2014,3,79.83,72.19,2410.47,2.45
9184,2015,2.87,89.36,69.1,2438.93,2.83
9184,2016,2.78,85.37,77.47,2494.8,7.75
9184,2017,2.64,80.68,72.67,2560.93,5.95
9184,2018,2.44,80.75,73.69,2632.36,4.83
9184,2019,2.21,79.81,75.29,2689.49,4.46
9184,2020,3.07,72.37,73.29,,4.28
9184,1995,,80.16,78.14,,
9184,1996,,78.6,73.94,,
9184,1997,,78.92,74.32,,
9185,1998,6.03,34.65,31.08,,
9185,1999,5.19,35.3,30.02,,
9185,2000,4.48,35.79,30.61,1266.78,
9185,2001,4.43,39.98,29.15,1335.92,
9185,2002,4.83,37.14,31.32,1332.53,
9185,2003,5.2,33.6,31.34,1367.58,
9185,2004,5.03,31.76,30.3,1415.11,
9185,2005,5.72,30.48,31.07,1440.29,
9185,2006,4.5,31.76,33.56,1483.33,
9185,2007,3.39,32.7,31.05,1528.87,
9185,2008,2.52,34.87,33.1,1569.63,
9185,2009,2.79,35.25,32.9,1540.58,
9185,2010,2.55,34.79,32.57,1605.9,4.87
9185,2011,2.18,39.01,32.86,1686.75,5.02
9185,2012,2.1,43.96,35.56,1726.45,4.76
9185,2013,2.3,47.99,38.32,1758.54,5.13
9185,2014,2.21,50.14,41.51,1805.48,5.1
9185,2015,1.98,57.61,44.86,1848.35,25.28
9185,2016,2.04,57.05,46.54,1922.78,8.74
9185,2017,2.11,48.26,44.59,1969.25,5.28
9185,2018,1.88,47.38,42.29,2026.01,5.07
9185,2019,1.95,51.26,44.29,2085.71,4.66
9185,2020,2.55,43.6,38.38,,4.25
9185,1995,,41.85,30.91,,
9185,1996,,35.32,28.56,,
9185,1997,,34.3,31.49,,
9186,1998,6.49,46.21,40.65,,
9186,1999,5.75,49.77,36.59,,
9186,2000,5.08,47.94,38.94,1382.56,
9186,2001,4.73,49.92,38.85,1484.19,
9186,2002,5.06,44.78,39.05,1474.62,
9186,2003,5.75,41.86,37.35,1507.71,
9186,2004,5.11,44.8,37.79,1541.73,
9186,2005,5.09,40.55,37.21,1569.48,
9186,2006,4.24,39.22,38.04,1612.49,
9186,2007,2.9,41.6,39.36,1655.33,
9186,2008,2.2,44.81,42.12,1705.23,
9186,2009,2.82,40.96,38.66,1680.76,
9186,2010,2.71,41.66,38.56,1754.41,0.01
9186,2011,2.15,48.75,41.98,1844.8,0.17
9186,2012,1.99,55.29,43.29,1885.72,0.74
9186,2013,2.1,56.71,43.75,1903.31,1.95
9186,2014,2.13,63.25,51.19,1993.06,3.03
9186,2015,1.94,69.55,49.98,2037.73,12.3
9186,2016,1.84,65.44,59.26,2073.66,7.39
9186,2017,1.82,63.12,55.01,2138.32,6.65
9186,2018,1.64,63.31,56.81,2201.53,6.8
9186,2019,1.65,67.19,59.28,2253.73,6.05
9186,2020,2.28,61,53.02,,5.61
9186,1995,,52.62,41.62,,
9186,1996,,46.78,38.42,,
9186,1997,,46.25,38.91,,
9187,1998,5.21,45.44,39.84,,
9187,1999,4.58,49.16,37.36,,
9187,2000,3.7,48.61,36.84,1413,
9187,2001,3.52,50.41,35.8,1473.7,
9187,2002,4.19,49.16,38.76,1461.85,
9187,2003,5.44,44.79,39.74,1515.87,
9187,2004,5.16,44.59,38.66,1562.09,
9187,2005,6,45.22,36.56,1648.95,
9187,2006,5.28,42.37,41.96,1780.86,
9187,2007,4.07,44.39,38.2,1905.42,
9187,2008,3.22,42.75,40.33,1855.78,
9187,2009,3.62,42.91,38.78,1739.17,
9187,2010,3.38,43.56,38.05,1737.07,0
9187,2011,2.85,46.04,38.93,1853.86,0.07
9187,2012,2.81,48.91,40.41,1880.24,0.5
9187,2013,2.8,55.25,42.99,1928.24,1.52
9187,2014,2.79,56.66,47.68,1948.47,2.24
9187,2015,2.71,63.03,45.33,1989.87,7.44
9187,2016,2.54,58.7,51.63,2059.66,7.34
9187,2017,2.46,52.69,43.58,2101.62,5.61
9187,2018,2.28,51.75,44.54,2163,4.58
9187,2019,2.21,48.38,45.07,2220.27,4.33
9187,2020,2.97,44.99,40.11,,4.51
9187,1995,,51.63,41.23,,
9187,1996,,46.95,38.56,,
9187,1997,,46.96,39.12,,
9188,1998,4.47,65.28,57.67,,
9188,1999,4.47,69.47,58.42,,
9188,2000,3.69,71.68,57.24,2366.47,
9188,2001,3.11,70.75,57.85,2417.68,
9188,2002,3.88,66.78,60.03,2305.64,
9188,2003,4.73,62.95,61.59,2342.68,
9188,2004,4.21,60.3,56.15,2358.17,
9188,2005,4.64,62.98,56.25,2444.15,
9188,2006,4.15,60.84,62.28,2553.57,
9188,2007,3.41,61.21,55.63,2603.2,
9188,2008,2.87,59.69,56.71,2630.27,
9188,2009,3.15,58.46,55.96,2509.97,
9188,2010,3.05,55.82,52.44,2574.39,0.01
9188,2011,2.69,67.26,55.62,2759.88,0.14
9188,2012,2.83,67.18,55.35,2754.08,0.86
9188,2013,2.9,66.42,56,2740.54,1.62
9188,2014,3.03,69.03,60.63,2797.6,2.48
9188,2015,2.94,76.62,62.57,2986.89,9.76
9188,2016,3.01,74.41,64.04,2844.79,11.9
9188,2017,2.78,65.28,57.96,3063.44,8.84
9188,2018,2.5,65.1,59.83,3154.82,8.02
9188,2019,2.38,65.12,59.42,3202.32,7.43
9188,2020,3.26,61.72,59.39,,6.92
9188,1995,,65.74,58.91,,
9188,1996,,60.96,55.48,,
9188,1997,,60.71,56.96,,
9189,1998,5.72,35.01,31.03,,
9189,1999,5.28,35.29,29.57,,
9189,2000,4.27,36.71,30.56,1321.78,
9189,2001,4.17,37.98,29.72,1406.93,
9189,2002,4.83,36.42,30.74,1395.12,
9189,2003,5.3,35.58,30.46,1432.6,
9189,2004,5.13,32.48,30.33,1468.95,
9189,2005,6.03,33.75,29.18,1492.57,
9189,2006,5.1,33.23,34.25,1536.79,
9189,2007,3.83,33.19,30.44,1570.46,
9189,2008,3.31,33.43,32.08,1630.3,
9189,2009,4.14,32.14,29.85,1612.84,
9189,2010,3.6,33.03,30.08,1689.25,0.96
9189,2011,3.16,36.72,31.76,1777.78,1.07
9189,2012,2.95,37.94,31.37,1827.63,1.04
9189,2013,3.2,42.29,34.91,1854.42,2.21
9189,2014,3.07,47.08,36.27,1897.94,4.71
9189,2015,3.03,50.81,35.52,1909.59,2.37
9189,2016,2.97,48.37,38.59,1955.43,11.58
9189,2017,2.9,41.76,34.97,2051.25,6.46
9189,2018,2.69,43.4,36.42,2107.38,5.64
9189,2019,2.58,41.06,37.64,2165.28,5.18
9189,2020,3.2,36.34,32.02,,4.2
9189,1995,,40.64,31.66,,
9189,1996,,37.67,29.6,,
9189,1997,,36.33,31.92,,
9190,1998,4.87,40.87,33.46,,
9190,1999,4.48,42.26,33.33,,
9190,2000,3.67,43.88,33.76,1387.81,
9190,2001,3.4,44.86,33.71,1435.15,
9190,2002,3.83,43.08,34,1442.22,
9190,2003,4.64,39.32,34.77,1495.92,
9190,2004,4.69,37.3,34.15,1554.46,
9190,2005,5.84,39.71,35.73,1572.97,
9190,2006,5.64,36.33,38.17,1611.87,
9190,2007,4.29,38.55,33.51,1632.91,
9190,2008,3.06,36.45,38.11,1690.83,
9190,2009,3.48,35.06,34.08,1670.46,
9190,2010,3.12,35.1,33.03,1738.56,0.36
9190,2011,2.71,38.82,34.78,1845.34,0.33
9190,2012,2.59,40.54,35.85,1825.87,0.32
9190,2013,2.8,45.26,37.38,1848.62,1.47
9190,2014,2.86,45.99,39.2,1886.95,1.3
9190,2015,2.83,53.23,38.94,1950.89,1.29
9190,2016,2.64,50.16,41.51,2022.71,11.01
9190,2017,2.56,44.36,40.04,2105.55,6.96
9190,2018,2.29,47.65,38.63,2161.14,6.53
9190,2019,2.13,42.83,40.06,2226.73,5.45
9190,2020,2.88,43.29,36.46,,5.62
9190,1995,,45.89,35.25,,
9190,1996,,41.5,31.47,,
9190,1997,,42.48,34.73,,
9261,1998,7.25,69.31,69.5,,
9261,1999,6.84,69.3,64.87,,
9261,2000,5.66,70.85,63.89,1532.44,
9261,2001,5.59,75.51,59.6,1545.08,
9261,2002,6.58,74.17,62.47,1550.48,
9261,2003,7.4,70.2,63.27,1593.41,
9261,2004,7.42,69.68,61.85,1625.13,
9261,2005,9.04,78.88,61.5,1628.27,
9261,2006,8.53,80.76,68.15,1646.6,
9261,2007,6.36,80.92,68.45,1661.87,
9261,2008,5.22,78.22,75.42,1707.7,
9261,2009,5.95,78.68,72.97,1698.28,
9261,2010,5.44,84.21,72.39,1760.48,2.83
9261,2011,4.76,89.83,72,1803.59,2.77
9261,2012,4.69,91.3,73.59,1856.2,2.57
9261,2013,4.8,89.65,72.67,2041.25,2.66
9261,2014,4.97,92.62,71.66,1916.33,2.73
9261,2015,4.93,102.87,76.32,1959.72,4.12
9261,2016,4.58,101.29,89.05,1987.25,3.87
9261,2017,4.23,95.09,76.17,2071.83,4.97
9261,2018,4.13,100.95,83.9,2112.79,6.56
9261,2019,4.21,97.81,83.73,2142.08,6.13
9261,2020,4.98,78.94,82.12,,5.95
9261,1995,,67.92,67.56,,
9261,1996,,66.07,64.38,,
9261,1997,,67.2,72.61,,
9262,1998,9.58,66.2,67.38,,
9262,1999,9.06,68.36,64.09,,
9262,2000,7.91,71.34,62.41,1331.62,
9262,2001,7.05,70.14,63.27,1403.17,
9262,2002,7.72,68.98,61.82,1402.65,
9262,2003,9.08,67.62,65.66,1451.9,
9262,2004,9.05,67.1,65.44,1486.01,
9262,2005,10.98,71.63,64.48,1458.94,
9262,2006,9.9,68.42,64.57,1459.92,
9262,2007,8.27,71.28,64.62,1450.1,
9262,2008,6.4,71.34,67.87,1472.86,
9262,2009,7.71,72.93,69.03,1441.1,
9262,2010,7.31,70.66,66.96,1474.96,2.08
9262,2011,6.04,73.61,69.53,1589.33,3.43
9262,2012,5.48,79.69,68.07,1665.34,3.26
9262,2013,5.6,85.8,73.38,1652.23,3.58
9262,2014,5.24,86.72,72.91,1652.66,3.84
9262,2015,5.45,90.26,73.47,1696.8,68.41
9262,2016,5.18,96.59,83.43,1711.04,4.88
9262,2017,4.63,96.68,77.42,1768.91,5.48
9262,2018,4.19,96.63,80.75,1805.53,6.02
9262,2019,4.24,90.94,81.55,1839.59,5.98
9262,2020,5.58,76.09,79.65,,7.06
9262,1995,,63.22,67.56,,
9262,1996,,66.3,64.96,,
9262,1997,,65.41,70.06,,
9263,1998,9.21,62.26,65.09,,
9263,1999,8.73,61.29,60.58,,
9263,2000,6.8,65.64,59.03,1343.82,
9263,2001,6.75,64.9,53.25,1390.78,
9263,2002,7.6,59.37,53.53,1407.61,
9263,2003,8.46,61.27,54.17,1464.33,
9263,2004,8.79,65.3,57.02,1521.99,
9263,2005,11.15,61.88,59.13,1537.9,
9263,2006,10.26,60.42,59.43,1559.49,
9263,2007,8.07,67.36,60.55,1567.45,
9263,2008,5.96,60.75,59.67,1617.76,
9263,2009,7.16,62.53,56.82,1585.96,
9263,2010,6.38,57.46,53.57,1631.1,0
9263,2011,5.55,69.82,57.88,1694.87,0
9263,2012,5.35,72.71,57.38,1748.8,1
9263,2013,5.7,74.39,60.72,1706.96,2.68
9263,2014,5.75,81.95,66.59,1734.7,4.04
9263,2015,5.68,89.77,69.84,1739.72,18.29
9263,2016,5.6,87.82,73.52,1781.31,6.96
9263,2017,4.62,82.82,70.02,1987.82,6.45
9263,2018,4.3,76.79,70.49,2050.27,5.36
9263,2019,4.46,81.67,79.39,2089.02,6.15
9263,2020,5.67,72.33,73.01,,5.36
9263,1995,,69.47,57.41,,
9263,1996,,61.62,53.75,,
9263,1997,,60.6,59.39,,
9271,1998,7.32,45.12,39.96,,
9271,1999,7.04,40.98,35.13,,
9271,2000,6.04,42.77,40.65,1188.52,
9271,2001,5.93,42.09,33.04,1238.37,
9271,2002,6.81,39.95,36.24,1243.94,
9271,2003,7.43,34.86,33.65,1281.93,
9271,2004,7.38,35.97,32.46,1312.9,
9271,2005,8.51,37.22,34.59,1343.27,
9271,2006,7.38,37.65,35.72,1388.01,
9271,2007,5.43,36.8,34.24,1434.47,
9271,2008,4.27,33.43,33.55,1474.09,
9271,2009,5.21,35.52,36.03,1454.94,
9271,2010,4.66,37.92,33.84,1506.52,2.21
9271,2011,3.66,40.62,35.64,1601.32,2.39
9271,2012,3.53,40.36,37.55,1736.99,1.96
9271,2013,3.3,45.44,36.91,1672.28,1.98
9271,2014,3.12,45.32,40,1719.16,0.89
9271,2015,3.1,49.72,39.44,1750.53,10.24
9271,2016,3.29,51.9,42.61,1835.65,3.66
9271,2017,2.8,62.13,49.38,1949.25,5.33
9271,2018,2.68,51.99,44.67,2009.17,4.15
9271,2019,2.65,52.03,49.29,2063.9,3.98
9271,2020,3.33,48.01,44.22,,4.73
9271,1995,,49.81,40.51,,
9271,1996,,44.71,38.13,,
9271,1997,,41.94,37.37,,
9272,1998,8.75,25.97,25.72,,
9272,1999,7.8,26.76,25.37,,
9272,2000,6.79,24.42,24.81,1061.02,
9272,2001,6.95,24.81,23.25,1114.36,
9272,2002,8.42,23.61,24.12,1120.22,
9272,2003,9.79,23.95,24.39,1153.83,
9272,2004,9.36,21.59,24.82,1190.81,
9272,2005,9.47,21.6,23.41,1216.14,
9272,2006,8.73,19.72,26.66,1264.55,
9272,2007,6.24,20.79,22.41,1308.87,
9272,2008,4.57,23.07,25.27,1341.97,
9272,2009,5.16,22.56,22.61,1321.49,
9272,2010,4.9,22.94,23.14,1363.99,1.93
9272,2011,4.28,26.17,23.76,1439.31,1.97
9272,2012,3.9,25.26,25.17,1506.34,1.57
9272,2013,3.9,26.37,25.25,1543.33,1.79
9272,2014,3.85,32.06,25.04,1571.71,7.64
9272,2015,3.72,32.3,25.55,1625.26,9.45
9272,2016,3.44,42.47,33.61,1743.86,5.87
9272,2017,2.98,41.48,36.67,1768.06,4.06
9272,2018,2.65,34.38,29.98,1829.51,3.83
9272,2019,2.54,34.54,30.24,1887.39,4.57
9272,2020,3.22,32.31,27.57,,4.15
9272,1995,,30.3,25.16,,
9272,1996,,24.55,26.47,,
9272,1997,,26.13,24.52,,
9273,1998,6.16,42.95,34.94,,
9273,1999,5.6,39.78,33,,
9273,2000,4.9,39.21,33.28,1260.66,
9273,2001,4.41,43.02,31.43,1329.52,
9273,2002,4.91,40.59,31.6,1328.22,
9273,2003,5.53,37.67,30.86,1369.96,
9273,2004,5.32,32.19,31.73,1425.43,
9273,2005,6.24,37.84,35.3,1451.09,
9273,2006,5.64,32.77,34.94,1499.97,
9273,2007,4.28,33.53,31.56,1543.05,
9273,2008,3.26,36.33,35.81,1589.78,
9273,2009,4.06,33.04,32.86,1562.27,
9273,2010,3.56,32.89,31.9,1625.88,0.53
9273,2011,2.84,39.38,32.95,1705.27,0.65
9273,2012,2.85,42.42,35.06,1745.85,1.16
9273,2013,2.9,46.31,35.23,1763.1,1.52
9273,2014,2.75,50.91,39.62,1804.46,3.49
9273,2015,2.58,62.36,40.3,1827.65,10.71
9273,2016,2.83,63.12,47.15,1873.95,4.77
9273,2017,2.56,52.91,42.8,1936.9,2.55
9273,2018,2.35,51.82,43.57,1991.35,2.89
9273,2019,2.34,52.99,46.76,2043.41,3.4
9273,2020,2.95,45.98,42.39,,3.16
9273,1995,,45.54,32.24,,
9273,1996,,45.64,29.92,,
9273,1997,,41.17,33.79,,
9274,1998,5.2,43.73,37.68,,
9274,1999,4.91,46.92,35.4,,
9274,2000,4.09,48.28,37.62,1241.86,
9274,2001,3.98,50.28,37.95,1312.88,
9274,2002,4.36,46.29,38.09,1316.53,
9274,2003,4.91,44.57,39.09,1368.09,
9274,2004,4.89,41.91,37.49,1425.79,
9274,2005,5.41,38.76,37.72,1449.47,
9274,2006,4.66,37.54,38.59,1492.92,
9274,2007,3.26,39.61,38.39,1536.92,
9274,2008,2.88,39.43,38.78,1597.25,
9274,2009,3.34,36.4,37.54,1587.46,
9274,2010,2.99,38.34,36.24,1668.75,0
9274,2011,2.46,43.68,38.53,1764.9,0
9274,2012,2.45,45.85,38.42,1807.88,1.23
9274,2013,2.6,49.58,39.69,1821.02,1.98
9274,2014,2.7,53.83,44.05,1841.2,3.57
9274,2015,2.71,61.81,44.04,1862.04,7.45
9274,2016,2.82,58.99,49.28,2005.15,3.99
9274,2017,2.53,57.05,46.26,2002.28,4.43
9274,2018,2.42,56.3,47.54,2047.59,4.08
9274,2019,2.45,56.37,48.67,2102.08,4.88
9274,2020,3.02,52.03,43.82,,4.34
