ags,year,pct_no_hauptschulabschluss
03462,2007,9.3
03462,2008,10.5
03462,2009,5
03462,2010,4.8
03462,2011,6.2
03462,2012,4.4
03462,2013,4.7
03462,2014,3.6
03462,2015,5.6
03462,2016,5.2
03462,2017,5.8
03462,2018,4.8
03462,2019,5.5
03462,2020,5.3
03462,2021,4.6
03462,2022,6.8
03462,2023,6.9
03462,2024,8.1
05113,2006,7
05113,2007,7.2
05113,2008,7.9
05113,2009,8
05113,2010,6.8
05113,2011,6.8
05113,2012,5.4
05113,2013,5.8
05113,2014,9.3
05113,2015,6.8
05113,2016,6.6
05113,2017,7.8
05113,2018,7.6
05113,2019,8
05113,2020,7.1
05113,2021,6.7
05113,2022,7.7
05113,2023,8.3
05113,2024,8.5
06636,2006,7.9
06636,2008,8.4
06636,2009,5.6
06636,2010,7.6
06636,2011,6.6
06636,2012,6.7
06636,2013,4.8
06636,2014,4.4
06636,2015,2.9
06636,2016,4.8
06636,2017,4.1
06636,2018,5.3
06636,2019,3.8
06636,2020,2.1
06636,2021,5.3
06636,2022,6.4
06636,2023,7.8
06636,2024,5.5
08325,2006,6.2
08325,2007,5.8
08325,2008,4.8
08325,2009,5.1
08325,2010,5.2
08325,2011,4
08325,2012,4.3
08325,2013,3.9
08325,2014,7.3
08325,2015,3.8
08325,2016,5.8
08325,2017,6.1
08325,2018,6.7
08325,2019,5.6
08325,2020,4.9
08325,2021,6.7
08325,2022,6
08325,2023,8.1
08325,2024,7
07141,2006,8.2
07141,2007,7.9
07141,2008,7.1
07141,2009,7.7
07141,2010,5.8
07141,2011,7
07141,2012,4.2
07141,2013,7.7
07141,2014,5.6
07141,2015,7.2
07141,2016,6.2
07141,2017,7.6
07141,2018,6.3
07141,2019,8.8
07141,2020,5.6
07141,2021,8
07141,2022,6.3
07141,2023,11.2
07141,2024,8.1
03241001,2009,6.9
03241001,2010,7.7
03241001,2011,5.9
03241001,2012,6.6
03241001,2013,5.6
03241001,2014,5.6
03241001,2015,5.8
03241001,2016,5.9
03241001,2017,6.2
03241001,2018,7.2
03241001,2019,6.7
03241001,2020,9.1
03241001,2021,7.6
03241001,2022,7.5
03241001,2023,7.9
03241001,2024,9.6
09377,2006,6.5
09377,2007,6
09377,2008,7.1
09377,2009,4.4
09377,2010,4.9
09377,2011,5.7
09377,2012,3.5
09377,2013,3.8
09377,2014,2.3
09377,2015,3.8
09377,2016,5
09377,2017,3.2
09377,2018,5
09377,2019,4.7
09377,2020,4.2
09377,2021,2.4
09377,2022,3.9
09377,2023,5.5
09377,2024,6.6
09672,2006,5.4
09672,2007,5.2
09672,2008,6.2
09672,2009,3.3
09672,2010,2.6
09672,2011,2.7
09672,2012,3.8
09672,2013,1.7
09672,2014,2.3
09672,2015,3.6
09672,2016,4
09672,2017,7.4
09672,2018,5.7
09672,2019,4.9
09672,2020,4.6
09672,2021,5
09672,2022,3.8
09672,2023,2.5
09672,2024,6.6
09174,2006,5.6
09174,2007,6.3
09174,2008,4.9
09174,2009,5.1
09174,2010,4
09174,2011,3.6
09174,2012,5
09174,2013,5
09174,2014,3.8
09174,2015,3.8
09174,2016,4.1
09174,2017,5.9
09174,2018,6.1
09174,2019,9.4
09174,2020,6.2
09174,2021,4.4
09174,2022,4.2
09174,2023,5.9
09174,2024,5.8
05170,2006,5.6
05170,2007,5.8
05170,2008,5.4
05170,2009,5.3
05170,2010,4.7
05170,2011,4.6
05170,2012,4.2
05170,2013,4.3
05170,2014,5.4
05170,2015,5.3
05170,2016,4.8
05170,2017,4.9
05170,2018,5.3
05170,2019,5.5
05170,2020,4.6
05170,2021,5.3
05170,2022,6.7
05170,2023,6.6
05170,2024,6.5
09575,2006,5.7
09575,2007,6.1
09575,2008,5.6
09575,2009,4.9
09575,2010,4.9
09575,2011,3.9
09575,2012,4.8
09575,2013,5
09575,2014,3.9
09575,2015,3.7
09575,2016,5.9
09575,2017,7.9
09575,2018,8.5
09575,2019,5.3
09575,2020,5.8
09575,2021,6.1
09575,2022,4.2
09575,2023,6.6
09575,2024,7.2
09372,2006,9
09372,2007,6.5
09372,2008,5.5
09372,2009,5
09372,2010,5.1
09372,2011,3.6
09372,2012,2.8
09372,2013,2
09372,2014,1.8
09372,2015,3.5
09372,2016,3.2
09372,2017,5.7
09372,2018,3.1
09372,2019,3.8
09372,2020,4.4
09372,2021,3.2
09372,2022,3.8
09372,2023,4.3
09372,2024,4.9
01053,2006,10.5
01053,2007,8.3
01053,2008,10
01053,2009,7.6
01053,2010,8
01053,2011,7.2
01053,2012,7.3
01053,2013,8.6
01053,2014,7.8
01053,2015,8.5
01053,2016,7
01053,2017,9.6
01053,2018,11.8
01053,2019,10.2
01053,2020,9.6
01053,2021,8.4
01053,2022,10.5
01053,2023,10.3
01053,2024,12.9
03158,2006,8.7
03158,2007,6.5
03158,2008,8.9
03158,2009,8
03158,2010,5.5
03158,2011,5.5
03158,2012,4.2
03158,2013,4
03158,2014,3.8
03158,2015,5.6
03158,2016,4.2
03158,2017,5.5
03158,2018,6.7
03158,2019,5.9
03158,2020,5.5
03158,2021,5.7
03158,2022,5.2
03158,2023,7.4
03158,2024,9
03405,2006,13.3
03405,2007,6.7
03405,2008,6.8
03405,2009,9.4
03405,2010,6.2
03405,2011,4.1
03405,2012,5.1
03405,2013,5.7
03405,2014,4.1
03405,2015,3.6
03405,2016,3
03405,2017,4
03405,2018,5.9
03405,2019,8.2
03405,2020,7.3
03405,2021,4.2
03405,2022,7.1
03405,2023,5.8
03405,2024,15.8
08327,2006,7
08327,2007,6.8
08327,2008,6
08327,2009,5.8
08327,2010,4.6
08327,2011,6
08327,2012,3.9
08327,2013,4.6
08327,2014,4.4
08327,2015,4.4
08327,2016,7.2
08327,2017,6.6
08327,2018,9.2
08327,2019,6.4
08327,2020,5.7
08327,2021,8.4
08327,2022,8
08327,2023,7.8
08327,2024,9.1
07134,2006,9.3
07134,2007,6
07134,2008,7.3
07134,2009,8.7
07134,2010,6
07134,2011,5.3
07134,2012,4.8
07134,2013,3.7
07134,2014,6.3
07134,2015,8.8
07134,2016,5.4
07134,2017,4
07134,2018,5.4
07134,2019,7.8
07134,2020,7.5
07134,2021,8.3
07134,2022,12.7
07134,2023,10.6
07134,2024,11.3
09472,2006,4.9
09472,2007,5.1
09472,2008,4.3
09472,2009,2.8
09472,2010,2.3
09472,2011,2.1
09472,2012,4.4
09472,2013,3.5
09472,2014,2.9
09472,2015,4.8
09472,2016,3
09472,2017,3.3
09472,2018,4
09472,2019,3.1
09472,2020,4.1
09472,2021,2.3
09472,2022,3.1
09472,2023,5.5
09472,2024,3.4
06412,2006,9.3
06412,2008,6.8
06412,2009,7.6
06412,2010,6.6
06412,2011,5.2
06412,2012,5.3
06412,2013,4.9
06412,2014,4.7
06412,2015,4.4
06412,2016,6.7
06412,2017,6
06412,2018,4.9
06412,2019,6.1
06412,2020,4.8
06412,2021,6.7
06412,2022,7.5
06412,2023,6.3
06412,2024,6.3
09764,2006,11.4
09764,2007,6.9
09764,2008,6.2
09764,2009,5.4
09764,2010,8.1
09764,2011,5.9
09764,2012,2.7
09764,2013,6.6
09764,2014,5.6
09764,2015,7.6
09764,2016,6.4
09764,2017,8.9
09764,2018,8.4
09764,2019,6
09764,2020,5.6
09764,2021,6.2
09764,2022,7.6
09764,2023,6.4
09764,2024,7
07334,2006,9.4
07334,2007,8
07334,2008,7.8
07334,2009,4.6
07334,2010,4.4
07334,2011,4.7
07334,2012,5.5
07334,2013,4
07334,2014,6.1
07334,2015,4.4
07334,2016,5.8
07334,2017,6.7
07334,2018,5.3
07334,2019,6.1
07334,2020,5.6
07334,2021,5.1
07334,2022,5.5
07334,2023,4.1
07334,2024,8
03458,2006,8.5
03458,2007,7.1
03458,2008,7.6
03458,2009,7
03458,2010,6.8
03458,2011,5.6
03458,2012,5.2
03458,2013,4.3
03458,2014,4.6
03458,2015,4
03458,2016,5.4
03458,2017,7.7
03458,2018,5.5
03458,2019,4.9
03458,2020,6.9
03458,2021,6.8
03458,2022,6.5
03458,2023,6.1
03458,2024,7
09181,2006,7.9
09181,2007,9.4
09181,2008,6.2
09181,2009,7.4
09181,2010,7
09181,2011,4.4
09181,2012,4.9
09181,2013,5.4
09181,2014,4.9
09181,2015,5.8
09181,2016,6
09181,2017,5.7
09181,2018,6.3
09181,2019,6.4
09181,2020,6.5
09181,2021,5.1
09181,2022,5
09181,2023,5.7
09181,2024,5.7
09172,2006,7.9
09172,2007,6.7
09172,2008,7.4
09172,2009,6.2
09172,2010,5.7
09172,2011,4.4
09172,2012,6.8
09172,2013,4.6
09172,2014,4.7
09172,2015,4.5
09172,2016,3.7
09172,2017,4
09172,2018,3.2
09172,2019,4.5
09172,2020,3.3
09172,2021,5.8
09172,2022,4.2
09172,2023,2.9
09172,2024,4.2
05566,2006,6
05566,2007,6.2
05566,2008,5.1
05566,2009,4.6
05566,2010,4.9
05566,2011,4.6
05566,2012,4.3
05566,2013,3.5
05566,2014,5.8
05566,2015,4.1
05566,2016,5
05566,2017,6.5
05566,2018,5
05566,2019,4.8
05566,2020,5.2
05566,2021,4.4
05566,2022,5.4
05566,2023,6
05566,2024,7
06635,2006,11.4
06635,2008,10.6
06635,2009,10.2
06635,2010,8.7
06635,2011,7.3
06635,2012,6.1
06635,2013,4.9
06635,2014,6.4
06635,2015,5.4
06635,2016,5
06635,2017,5.3
06635,2018,5.4
06635,2019,7.3
06635,2020,3.8
06635,2021,9.1
06635,2022,5.2
06635,2023,6.7
06635,2024,7
08127,2006,6.6
08127,2007,5.6
08127,2008,5.5
08127,2009,5.8
08127,2010,5.9
08127,2011,5.4
08127,2012,4
08127,2013,4.5
08127,2014,4.4
08127,2015,4.8
08127,2016,4.1
08127,2017,5
08127,2018,6.5
08127,2019,5.8
08127,2020,4.7
08127,2021,6
08127,2022,7.8
08127,2023,6.1
05515,2006,6
05515,2007,6.9
05515,2008,4.6
05515,2009,6.7
05515,2010,4.2
05515,2011,4.5
05515,2012,4.5
05515,2013,3.7
05515,2014,4.7
05515,2015,5.7
05515,2016,5.3
05515,2017,5.9
05515,2018,7.2
05515,2019,6.2
05515,2020,5.3
05515,2021,5.1
05515,2022,5.8
05515,2023,5.9
05515,2024,6.7
09775,2006,6.4
09775,2007,6.1
09775,2008,6.5
09775,2009,7
09775,2010,7.2
09775,2011,5.2
09775,2012,5.9
09775,2013,6.4
09775,2014,3.6
09775,2015,4.8
09775,2016,7.4
09775,2017,7.9
09775,2018,7.2
09775,2019,6.8
09775,2020,5.3
09775,2021,8.9
09775,2022,5
09775,2023,5.4
09775,2024,7.5
08118,2006,5.4
08118,2007,5.1
08118,2008,5.6
08118,2009,5.1
08118,2010,5.5
08118,2011,4.5
08118,2012,3.8
08118,2013,4.7
08118,2014,5.1
08118,2015,4.6
08118,2016,4.3
08118,2017,6.6
08118,2018,5.7
08118,2019,5.1
08118,2020,6.2
08118,2021,6.1
08118,2022,6
08118,2023,6.9
06438,2006,8
06438,2008,5.9
06438,2009,5.5
06438,2010,4.8
06438,2011,3.8
06438,2012,4.9
06438,2013,3.5
06438,2014,3.2
06438,2015,4.2
06438,2016,5.3
06438,2017,4.6
06438,2018,3.6
06438,2019,4.6
06438,2020,3
06438,2021,4.2
06438,2022,4.6
06438,2023,4
06438,2024,4.6
09177,2006,4.8
09177,2007,6
09177,2008,4.6
09177,2009,4.1
09177,2010,3.4
09177,2011,3.5
09177,2012,3.3
09177,2013,2.8
09177,2014,2.9
09177,2015,3.2
09177,2016,4
09177,2017,2.8
09177,2018,3
09177,2019,3
09177,2020,2.1
09177,2021,3
09177,2022,5.5
09177,2023,2.5
09177,2024,4.9
05766,2006,6.2
05766,2007,5.3
05766,2008,4.8
05766,2009,6.7
05766,2010,5.2
05766,2011,5.8
05766,2012,4.4
05766,2013,3.9
05766,2014,5
05766,2015,4.9
05766,2016,4.9
05766,2017,4.8
05766,2018,5.2
05766,2019,5.2
05766,2020,5.7
05766,2021,6.4
05766,2022,5.9
05766,2023,7.4
05766,2024,6.9
05512,2006,6.2
05512,2007,7.1
05512,2008,9.5
05512,2009,7.3
05512,2010,6.2
05512,2011,5.2
05512,2012,7
05512,2013,4.5
05512,2014,3.9
05512,2015,4.4
05512,2016,3.9
05512,2017,5.6
05512,2018,5.2
05512,2019,4.6
05512,2020,3
05512,2021,4.9
05512,2022,4.8
05512,2023,4.7
05512,2024,5.3
09577,2006,6.4
09577,2007,4.9
09577,2008,6
09577,2009,6.4
09577,2010,4.4
09577,2011,2.9
09577,2012,4
09577,2013,2.6
09577,2014,3.8
09577,2015,4.2
09577,2016,4.5
09577,2017,4.5
09577,2018,4.6
09577,2019,6.7
09577,2020,6
09577,2021,5.5
09577,2022,5.6
09577,2023,5.5
09577,2024,5.1
05315,2006,7.6
05315,2007,8
05315,2008,6.9
05315,2009,5.5
05315,2010,5.9
05315,2011,5.4
05315,2012,5.1
05315,2013,4.3
05315,2014,5.2
05315,2015,5.1
05315,2016,4.9
05315,2017,4.6
05315,2018,5.9
05315,2019,6
05315,2020,4.9
05315,2021,5.3
05315,2022,4.8
05315,2023,5.8
05315,2024,6.3
09161,2006,9.5
09161,2007,9.7
09161,2008,8.9
09161,2009,8.5
09161,2010,7
09161,2011,5.4
09161,2012,5.8
09161,2013,4.4
09161,2014,4.7
09161,2015,3.8
09161,2016,3.5
09161,2017,3.3
09161,2018,4.9
09161,2019,3.2
09161,2020,5.5
09161,2021,4
09161,2022,4.2
09161,2023,5.5
09161,2024,4.7
03355,2006,6.4
03355,2007,7.2
03355,2008,7.9
03355,2009,4.5
03355,2010,5.6
03355,2011,3.9
03355,2012,4.5
03355,2013,4
03355,2014,3.7
03355,2015,3.2
03355,2016,3.7
03355,2017,4.9
03355,2018,5.2
03355,2019,5.7
03355,2020,8.6
03355,2021,5.2
03355,2022,6.1
03355,2023,5.2
03355,2024,7.6
05916,2006,7.6
05916,2007,6.9
05916,2008,7.6
05916,2009,7.1
05916,2010,8
05916,2011,7
05916,2012,8
05916,2013,5.9
05916,2014,5.4
05916,2015,8.2
05916,2016,6.6
05916,2017,9.1
05916,2018,9.9
05916,2019,8.6
05916,2020,7
05916,2021,9.7
05916,2022,12.3
05916,2023,7.9
05916,2024,10.5
09562,2006,4.6
09562,2007,6.1
09562,2008,5
09562,2009,4.4
09562,2010,4.7
09562,2011,2.8
09562,2012,3.7
09562,2013,3.8
09562,2014,3.3
09562,2015,3.4
09562,2016,4.5
09562,2017,4.9
09562,2018,4
09562,2019,4.3
09562,2020,3.8
09562,2021,3.4
09562,2022,3.1
09562,2023,3.5
09562,2024,4.8
06532,2006,7.5
06532,2008,6.6
06532,2009,6.1
06532,2010,5.8
06532,2011,5.2
06532,2012,4.9
06532,2013,4
06532,2014,4.8
06532,2015,4.8
06532,2016,6.3
06532,2017,5.2
06532,2018,5.9
06532,2019,6.5
06532,2020,4.3
06532,2021,6.5
06532,2022,6.1
06532,2023,6
06532,2024,6.7
03256,2006,9.7
03256,2007,9.4
03256,2008,7.5
03256,2009,5.3
03256,2010,5
03256,2011,4
03256,2012,5.5
03256,2013,5
03256,2014,9
03256,2015,5.4
03256,2016,4.6
03256,2017,6
03256,2018,10.4
03256,2019,6.7
03256,2020,9.6
03256,2021,5.6
03256,2022,8
03256,2023,7.1
03256,2024,9.2
09564,2006,12.3
09564,2007,11.1
09564,2008,11.1
09564,2009,9.7
09564,2010,9.4
09564,2011,6.6
09564,2012,7.9
09564,2013,7.5
09564,2014,8.5
09564,2015,7.4
09564,2016,6.9
09564,2017,8.4
09564,2018,9.3
09564,2019,9
09564,2020,7.5
09564,2021,8.2
09564,2022,7.8
09564,2023,8.6
09564,2024,9.4
08437,2006,7.2
08437,2007,5.9
08437,2008,6.3
08437,2009,6.7
08437,2010,7.5
08437,2011,6.5
08437,2012,5.8
08437,2013,5.7
08437,2014,6.6
08437,2015,6
08437,2016,6.4
08437,2017,7.5
08437,2018,7.5
08437,2019,7.1
08437,2020,6.4
08437,2021,7
08437,2022,8.5
08437,2023,7.6
08437,2024,8.3
09565,2006,6.9
09565,2007,7.6
09565,2008,7
09565,2009,8
09565,2010,7.4
09565,2011,4.7
09565,2012,3.6
09565,2013,4.7
09565,2014,7.9
09565,2015,5.5
09565,2016,6.9
09565,2017,7.1
09565,2018,6.3
09565,2019,5.2
09565,2020,3.1
09565,2021,5.7
09565,2022,4.6
09565,2023,4.9
09565,2024,6.7
08417,2006,6.2
08417,2007,5.6
08417,2008,4.9
08417,2009,4
08417,2010,5
08417,2011,4.6
08417,2012,3.6
08417,2013,4.5
08417,2014,4.3
08417,2015,4.2
08417,2016,5.6
08417,2017,6.8
08417,2018,5.1
08417,2019,5.1
08417,2020,4.4
08417,2021,5.4
08417,2022,6.7
08417,2023,4.6
08417,2024,7.9
08425,2006,5.2
08425,2007,5.3
08425,2008,5.8
08425,2009,4.6
08425,2010,4.1
08425,2011,3.3
08425,2012,4
08425,2013,4.6
08425,2014,4.4
08425,2015,4.7
08425,2016,5.8
08425,2017,5.7
08425,2018,4.9
08425,2019,5.2
08425,2020,5.1
08425,2021,7.4
08425,2022,5.6
08425,2023,6.7
08425,2024,8.3
03455,2006,8.4
03455,2007,8.5
03455,2008,5.5
03455,2009,7.2
03455,2010,4
03455,2011,3.8
03455,2012,5.7
03455,2013,3.6
03455,2014,3.5
03455,2015,4.6
03455,2016,4.1
03455,2017,9.3
03455,2018,10.1
03455,2019,8.8
03455,2020,5.4
03455,2021,6.8
03455,2022,9.5
03455,2023,8.6
03455,2024,12.8
09762,2006,8
09762,2007,9.9
09762,2008,9.7
09762,2009,8.6
09762,2010,8.3
09762,2011,7.3
09762,2012,4.8
09762,2013,5.1
09762,2014,7
09762,2015,7.7
09762,2016,7.8
09762,2017,6.3
09762,2018,5.8
09762,2019,5.3
09762,2020,8.2
09762,2021,6.5
09762,2022,6.4
09762,2023,8.4
09762,2024,3.8
09675,2006,6.4
09675,2007,6
09675,2008,4.5
09675,2009,3.3
09675,2010,3.5
09675,2011,1.9
09675,2012,3.9
09675,2013,3.9
09675,2014,3.6
09675,2015,3.9
09675,2016,3.9
09675,2017,3.1
09675,2018,5.9
09675,2019,6.7
09675,2020,3.2
09675,2021,4
09675,2022,2.9
09675,2023,3.4
09675,2024,4.1
09185,2006,6.9
09185,2007,5.2
09185,2008,4.4
09185,2009,4.7
09185,2010,5.3
09185,2011,3
09185,2012,6.7
09185,2013,3.6
09185,2014,3.1
09185,2015,4.3
09185,2016,4.2
09185,2017,6.5
09185,2018,6.7
09185,2019,6
09185,2020,4.2
09185,2021,4.1
09185,2022,7.1
09185,2023,5.6
09185,2024,6.4
06440,2006,7.5
06440,2008,7.8
06440,2009,6.5
06440,2010,6.4
06440,2011,5.4
06440,2012,4.7
06440,2013,4.3
06440,2014,4.5
06440,2015,5
06440,2016,5.5
06440,2017,4.3
06440,2018,4.8
06440,2019,5.5
06440,2020,4.9
06440,2021,6
06440,2022,7.6
06440,2023,6.2
06440,2024,5.5
03358,2006,9.1
03358,2007,8.8
03358,2008,6.6
03358,2009,7.7
03358,2010,8.3
03358,2011,6
03358,2012,7.1
03358,2013,7.6
03358,2014,5.3
03358,2015,6.8
03358,2016,7.2
03358,2017,6.3
03358,2018,7
03358,2019,6
03358,2020,8.5
03358,2021,6.9
03358,2022,7.1
03358,2023,11
03358,2024,8
01001,2006,8.9
01001,2007,9
01001,2008,7.2
01001,2009,7.2
01001,2010,6.7
01001,2011,6.8
01001,2012,6.1
01001,2013,7.6
01001,2014,6.1
01001,2015,8.5
01001,2016,5.2
01001,2017,8.5
01001,2018,7
01001,2019,8.6
01001,2020,7.5
01001,2021,8.8
01001,2022,8.1
01001,2023,8.5
01001,2024,9.8
09187,2006,5.9
09187,2007,5.7
09187,2008,5
09187,2009,5.5
09187,2010,5.3
09187,2011,3.4
09187,2012,4.9
09187,2013,4.3
09187,2014,3.1
09187,2015,3.7
09187,2016,4
09187,2017,3.1
09187,2018,3.7
09187,2019,2.9
09187,2020,4.1
09187,2021,4.7
09187,2022,4.2
09187,2023,5.7
09187,2024,5.5
03102,2006,7.6
03102,2007,6.2
03102,2008,7.1
03102,2009,7.2
03102,2010,5.4
03102,2011,3
03102,2012,3
03102,2013,3.3
03102,2014,3.7
03102,2015,4.8
03102,2016,5.4
03102,2017,8.2
03102,2018,12.3
03102,2019,8.3
03102,2020,11.3
03102,2021,8.5
03102,2022,8.4
03102,2023,11.2
03102,2024,8.2
07338,2006,4.8
07338,2007,3.5
07338,2008,5.5
07338,2009,5.5
07338,2010,3.5
07338,2011,3.6
07338,2012,2.9
07338,2013,3.9
07338,2014,3
07338,2015,2.8
07338,2016,3.8
07338,2017,3.3
07338,2018,3.9
07338,2019,4.3
07338,2020,2.4
07338,2021,4.6
07338,2022,4.5
07338,2023,7
07338,2024,5.3
05358,2006,5.7
05358,2007,4.7
05358,2008,4.5
05358,2009,4.1
05358,2010,5.7
05358,2011,4.5
05358,2012,4.2
05358,2013,3.8
05358,2014,4.3
05358,2015,5.4
05358,2016,4.5
05358,2017,5
05358,2018,7.3
05358,2019,6.1
05358,2020,7.2
05358,2021,5.9
05358,2022,7.4
05358,2023,5.9
05358,2024,7.9
08221,2006,4.5
08221,2007,4.1
08221,2008,3.3
08221,2009,3
08221,2010,3.5
08221,2011,3.1
08221,2012,2
08221,2013,1.6
08221,2014,1.8
08221,2015,1.8
08221,2016,1.6
08221,2017,8.1
08221,2018,3.1
08221,2019,3.1
08221,2020,2.5
08221,2021,2.3
08221,2022,2.1
08221,2023,2.7
07135,2006,9.6
07135,2007,9.3
07135,2008,10.3
07135,2009,8
07135,2010,8.7
07135,2011,7.6
07135,2012,6.4
07135,2013,8.1
07135,2014,7
07135,2015,8.5
07135,2016,5.7
07135,2017,4.3
07135,2018,8.4
07135,2019,8.1
07135,2020,7.5
07135,2021,7.2
07135,2022,7.7
07135,2023,7.4
07135,2024,8.1
09272,2006,7.7
09272,2007,5.2
09272,2008,5.9
09272,2009,5.4
09272,2010,4.7
09272,2011,4.2
09272,2012,4
09272,2013,3
09272,2014,4
09272,2015,3.2
09272,2016,5.4
09272,2017,3.9
09272,2018,4.4
09272,2019,6.1
09272,2020,3.5
09272,2021,3.8
09272,2022,6.1
09272,2023,6
09272,2024,8.5
06435,2006,8.8
06435,2008,8.1
06435,2009,6.7
06435,2010,5.8
06435,2011,4.8
06435,2012,5.6
06435,2013,4.1
06435,2014,4.8
06435,2015,3.7
06435,2016,4.3
06435,2017,4.5
06435,2018,5
06435,2019,5.3
06435,2020,3.5
06435,2021,5.7
06435,2022,6.1
06435,2023,6.1
06435,2024,7
08125,2006,6.4
08125,2007,5.5
08125,2008,4.5
08125,2009,5.7
08125,2010,5.7
08125,2011,4.7
08125,2012,4.3
08125,2013,4.1
08125,2014,4.3
08125,2015,4.2
08125,2016,4.8
08125,2017,6.2
08125,2018,4.8
08125,2019,4.6
08125,2020,5.4
08125,2021,7.4
08125,2022,6.8
08125,2023,7
08125,2024,5.1
08235,2006,7
08235,2007,5.2
08235,2008,6.2
08235,2009,6.3
08235,2010,5.1
08235,2011,5
08235,2012,3.8
08235,2013,4.1
08235,2014,4.9
08235,2015,4.7
08235,2016,5.2
08235,2017,6.8
08235,2018,6.1
08235,2019,5.8
08235,2020,3.7
08235,2021,5.7
08235,2022,6.6
08235,2023,6.5
08235,2024,8.3
09361,2006,8.2
09361,2007,4.3
09361,2008,7.3
09361,2009,7
09361,2010,4
09361,2011,5.2
09361,2012,5
09361,2013,6.8
09361,2014,3.7
09361,2015,4.8
09361,2016,5.8
09361,2017,6.2
09361,2018,5.7
09361,2019,5.6
09361,2020,6.1
09361,2021,7.9
09361,2022,4
09361,2023,8.4
09361,2024,7.1
05314,2006,6.3
05314,2007,6.5
05314,2008,5.3
05314,2009,4.5
05314,2010,4.5
05314,2011,4.1
05314,2012,4.7
05314,2013,2.8
05314,2014,4.1
05314,2015,2.8
05314,2016,4
05314,2017,4.3
05314,2018,4
05314,2019,3.9
05314,2020,3.6
05314,2021,4.5
05314,2022,4
05314,2023,3.5
05314,2024,5.3
05334002,2006,5.6
05334002,2007,5.6
05334002,2008,6.2
05334002,2009,5.2
05334002,2010,5.3
05334002,2011,4.7
05334002,2012,5
05334002,2013,3.9
05334002,2014,4.6
05334002,2015,5.3
05334002,2016,5.6
05334002,2017,5.3
05334002,2018,7.4
05334002,2019,6.5
05334002,2020,5
05334002,2021,5.8
05334002,2022,3.2
05334002,2023,2.7
05334002,2024,6.9
05120,2006,6.4
05120,2007,6.1
05120,2008,6.6
05120,2009,5.4
05120,2010,4.1
05120,2011,4.3
05120,2012,5.3
05120,2013,2.8
05120,2014,8.1
05120,2015,6.8
05120,2016,5.5
05120,2017,5.6
05120,2018,4.8
05120,2019,7.5
05120,2020,6
05120,2021,5.3
05120,2022,6
05120,2023,7.1
05120,2024,8.1
09662,2006,5.8
09662,2007,6.9
09662,2008,4
09662,2009,4.6
09662,2010,3.9
09662,2011,2.3
09662,2012,3.9
09662,2013,5
09662,2014,3.7
09662,2015,3.4
09662,2016,4.7
09662,2017,8.2
09662,2018,8.8
09662,2019,7.3
09662,2020,5.4
09662,2021,4
09662,2022,5.4
09662,2023,6.1
09662,2024,8.7
03356,2006,9.4
03356,2007,8.3
03356,2008,8.9
03356,2009,7.2
03356,2010,6.1
03356,2011,4.8
03356,2012,4.3
03356,2013,6
03356,2014,5
03356,2015,3.2
03356,2016,3
03356,2017,3.6
03356,2018,3.5
03356,2019,4.7
03356,2020,5.5
03356,2021,4.5
03356,2022,6.2
03356,2023,4
03356,2024,7.1
09477,2006,8.4
09477,2007,9.4
09477,2008,5.9
09477,2009,5.8
09477,2010,7.6
09477,2011,5.2
09477,2012,6.9
09477,2013,8.6
09477,2014,5.2
09477,2015,7.1
09477,2016,8.1
09477,2017,8.7
09477,2018,7.2
09477,2019,8.1
09477,2020,9.1
09477,2021,9.5
09477,2022,6
09477,2023,5.3
09477,2024,6
05570,2006,6.2
05570,2007,3.7
05570,2008,4.6
05570,2009,3.8
05570,2010,3.6
05570,2011,3.6
05570,2012,3.6
05570,2013,2.9
05570,2014,3.4
05570,2015,3.7
05570,2016,4.3
05570,2017,4.8
05570,2018,4.2
05570,2019,4.1
05570,2020,3.3
05570,2021,4.2
05570,2022,4.1
05570,2023,5.1
05570,2024,6.6
03103,2006,6.7
03103,2007,4.8
03103,2008,4.6
03103,2009,3.5
03103,2010,4.5
03103,2011,5
03103,2012,3.8
03103,2013,4
03103,2014,3.8
03103,2015,2.8
03103,2016,3.4
03103,2017,4.2
03103,2018,3.8
03103,2019,5.5
03103,2020,4.6
03103,2021,4.3
03103,2022,2.3
03103,2023,4.7
03103,2024,7.6
08222,2006,8.2
08222,2007,8.7
08222,2008,7.5
08222,2009,6.8
08222,2010,5.7
08222,2011,7
08222,2012,6.1
08222,2013,5.8
08222,2014,7.1
08222,2015,6.1
08222,2016,7.3
08222,2017,8.5
08222,2018,8.4
08222,2019,8
08222,2020,6.5
08222,2021,7.3
08222,2022,8.5
08222,2023,8.7
01002,2006,11.7
01002,2007,10.8
01002,2008,8.9
01002,2009,7.1
01002,2010,7.3
01002,2011,6.9
01002,2012,7
01002,2013,7.7
01002,2014,7.8
01002,2015,6.5
01002,2016,6.4
01002,2017,7.3
01002,2018,8.6
01002,2019,9
01002,2020,8.7
01002,2021,8.5
01002,2022,9.3
01002,2023,10.7
01002,2024,9.2
07232,2006,5.5
07232,2007,5.6
07232,2008,5.2
07232,2009,6.7
07232,2010,6
07232,2011,3.7
07232,2012,4.8
07232,2013,3.9
07232,2014,4
07232,2015,4.8
07232,2016,4.8
07232,2017,5.8
07232,2018,4.9
07232,2019,6.3
07232,2020,7.8
07232,2021,5.6
07232,2022,7.3
07232,2023,10.8
