ags,year,registrations_per_10k
16073,2014,46.7
16073,2015,43.7
16073,2016,45.4
16073,2017,40.2
16073,2018,42.2
16073,2019,43.9
16073,2020,40.9
16073,2021,45.8
16073,2022,44.6
16073,2023,45.3
16073,2024,51.3
16073,2025,52.8
16074,2008,73.7
16074,2009,78.2
16074,2010,70.1
16074,2011,65.5
16074,2012,54.2
16074,2013,48.6
16074,2014,50.2
16074,2015,49.5
16074,2016,44.2
16074,2017,46.6
16074,2018,42.8
16074,2019,41.2
16074,2020,34.6
16074,2021,45.1
16074,2022,36.8
16074,2023,45.2
16074,2024,39.1
16074,2025,47.1
16075,2008,64.2
16075,2009,74.7
16075,2010,63.7
16075,2011,61.4
16075,2012,57.6
16075,2013,56.5
16075,2014,50.4
16075,2015,51.7
16075,2016,49.6
16075,2017,45.5
16075,2018,45.8
16075,2019,50.5
16075,2020,45.5
16075,2021,52.3
16075,2022,52.4
16075,2023,56.1
16075,2024,57
16075,2025,53.8
16076,2008,71.5
16076,2009,81.8
16076,2010,71
16076,2011,66.5
16076,2012,55.1
16076,2013,58.2
16076,2014,50.5
16076,2015,53.8
16076,2016,53.6
16076,2017,45
16076,2018,43
16076,2019,48.6
16076,2020,45.7
16076,2021,42.2
16076,2022,40.9
16076,2023,48.2
16076,2024,49.5
16076,2025,55.3
16077,2008,67.6
16077,2009,73.2
16077,2010,61.2
16077,2011,50.7
16077,2012,51.8
16077,2013,40.6
16077,2014,37.4
16077,2015,42.4
16077,2016,48.7
16077,2017,34.7
16077,2018,36.5
16077,2019,36.4
16077,2020,36.6
16077,2021,42.8
16077,2022,38.4
16077,2023,42.4
16077,2024,37.7
16077,2025,40.5
10041100,2010,107.4
10041100,2011,95.5
10041100,2012,88.1
10041100,2013,81.1
10041100,2014,79.1
10041100,2015,81.2
10041100,2016,77.1
10041100,2017,73.3
10041100,2018,76.7
10041100,2019,77.7
10041100,2020,73.8
10041100,2021,83.2
10041100,2022,80.9
10041100,2023,81.1
10041100,2024,85.4
10041100,2025,91.6
11001001,2022,177.7
11001001,2023,167.8
11001001,2024,164.1
11001001,2025,160.8
11002002,2022,139.2
11002002,2023,136.2
11002002,2024,132
11002002,2025,137.2
11003003,2022,90
11003003,2023,94.1
11003003,2024,101.8
11003003,2025,102.4
11004004,2022,123.6
11004004,2023,124
11004004,2024,129.4
11004004,2025,114.4
11005005,2022,94
11005005,2023,98.4
11005005,2024,95.3
11005005,2025,98.1
11006006,2022,82.5
11006006,2023,84.6
11006006,2024,83.5
11006006,2025,87.5
11007007,2022,122.6
11007007,2023,132.9
11007007,2024,161.3
11007007,2025,187.4
11008008,2022,125.1
11008008,2023,123.8
11008008,2024,115.2
11008008,2025,116
11009009,2022,93.4
11009009,2023,79.2
11009009,2024,81.2
11009009,2025,87
11010010,2022,70.8
11010010,2023,76.5
11010010,2024,77.5
11010010,2025,80
11011011,2022,69.1
11011011,2023,67.4
11011011,2024,67.7
11011011,2025,67.4
11012012,2022,84.1
11012012,2023,90.7
11012012,2024,82
11012012,2025,89.3
09463,2008,87.6
09463,2009,83
09463,2010,89.4
09463,2011,86.9
09463,2012,62.7
09463,2013,60.2
09463,2014,68.2
09463,2015,57.3
09463,2016,57.8
09463,2017,59
09463,2018,62.6
09463,2019,63.4
09463,2020,73.5
09463,2021,73.6
09463,2022,79.9
09463,2023,79.7
09463,2024,76.1
09463,2025,79.7
05911,2008,76.7
05911,2009,79.6
05911,2010,76.4
05911,2011,77.9
05911,2012,76.6
05911,2013,75.3
05911,2014,76.3
05911,2015,76.2
05911,2016,67.7
05911,2017,67.5
05911,2018,70.5
05911,2019,70
05911,2020,70.9
05911,2021,80
05911,2022,79.1
05911,2023,78.9
05911,2024,81.8
05911,2025,83.5
09576,2008,94.8
09576,2009,109.7
09576,2010,101
09576,2011,95.7
09576,2012,86.3
09576,2013,87
09576,2014,80.8
09576,2015,84.3
09576,2016,79.2
09576,2017,86.5
09576,2018,82
09576,2019,87.7
09576,2020,88.1
09576,2021,94.1
09576,2022,88.9
09576,2023,85.9
09576,2024,81.1
09576,2025,89.5
07133,2008,105.7
07133,2009,111.1
07133,2010,112.1
07133,2011,102.3
07133,2012,94.5
07133,2013,96.3
07133,2014,95.2
07133,2015,90.4
07133,2016,88.5
07133,2017,81.9
07133,2018,82.9
07133,2019,77.1
07133,2020,70.4
07133,2021,76
07133,2022,71
07133,2023,82
07133,2024,80.6
07133,2025,80.9
08236,2008,90.9
08236,2009,89.1
08236,2010,88.3
08236,2011,87.3
08236,2012,77.1
08236,2013,78.4
08236,2014,81.6
08236,2015,77.4
08236,2016,76
08236,2017,75.3
08236,2018,74.9
08236,2019,68.1
08236,2020,71.8
08236,2021,77
08236,2022,75.5
08236,2023,86.7
08236,2024,84.7
08236,2025,93.9
09779,2008,102.5
09779,2009,100.6
09779,2010,93.6
09779,2011,83.5
09779,2012,74.9
09779,2013,72.8
09779,2014,67.6
09779,2015,63.1
09779,2016,64.4
09779,2017,71.8
09779,2018,67.4
09779,2019,64.4
09779,2020,70.4
09779,2021,82.5
09779,2022,71.3
09779,2023,72.9
09779,2024,75.3
09779,2025,73.6
09673,2008,67.8
09673,2009,70
09673,2010,70.9
09673,2011,62.5
09673,2012,59.2
09673,2013,63.7
09673,2014,58.1
09673,2015,59
09673,2016,64.4
09673,2017,61.9
09673,2018,59.3
09673,2019,61.6
09673,2020,66.9
09673,2021,77.7
09673,2022,71.2
09673,2023,68
09673,2024,69.5
09673,2025,73.8
05119,2008,78.5
05119,2009,83.2
05119,2010,81.8
05119,2011,80
05119,2012,78.5
05119,2013,76.3
05119,2014,72.5
05119,2015,76.6
05119,2016,72.4
05119,2017,75.7
05119,2018,73.8
05119,2019,73.7
05119,2020,67.9
05119,2021,78.1
05119,2022,77.9
05119,2023,76.5
05119,2024,84.1
05119,2025,90.1
09163,2008,124.3
09163,2009,126.4
09163,2010,132.5
09163,2011,135.1
09163,2012,125.5
09163,2013,115.3
09163,2014,109.6
09163,2015,107.9
09163,2016,118.4
09163,2017,124.7
09163,2018,113.1
09163,2019,115.7
09163,2020,117.3
09163,2021,117.2
09163,2022,117.8
09163,2023,108
09163,2024,116.6
09163,2025,101.3
08316,2008,88.5
08316,2009,92.2
08316,2010,93.6
08316,2011,90
08316,2012,74.7
08316,2013,78.2
08316,2014,74.3
08316,2015,73.8
08316,2016,69.3
08316,2017,74.2
08316,2018,66
08316,2019,73.4
08316,2020,71.2
08316,2021,82.4
08316,2022,78.6
08316,2023,79.8
08316,2024,78.1
08316,2025,90.8
03254,2008,82.1
03254,2009,86.3
03254,2010,79.7
03254,2011,73.6
03254,2012,67.9
03254,2013,65.9
03254,2014,65.3
03254,2015,64.9
03254,2016,62.4
03254,2017,62.1
03254,2018,68.1
03254,2019,64.6
03254,2020,64.7
03254,2021,71.2
03254,2022,71.8
03254,2023,77.2
03254,2024,77.6
03254,2025,84.3
09180,2008,113.7
09180,2009,105.2
09180,2010,131.5
09180,2011,119.4
09180,2012,103.5
09180,2013,111.3
09180,2014,101.1
09180,2015,94.4
09180,2016,103.2
09180,2017,94.8
09180,2018,85.8
09180,2019,86.8
09180,2020,89.2
09180,2021,85
09180,2022,85.7
09180,2023,85.2
09180,2024,96.4
09180,2025,92.4
09183,2008,102
09183,2009,112.9
09183,2010,107.4
09183,2011,98.9
09183,2012,94
09183,2013,100.9
09183,2014,105.5
09183,2015,91.4
09183,2016,95.4
09183,2017,89.7
09183,2018,86.2
09183,2019,87.7
09183,2020,91.8
09183,2021,96
09183,2022,78.6
09183,2023,87.1
09183,2024,85
09183,2025,98.7
08436,2008,93.6
08436,2009,93.4
08436,2010,94.1
08436,2011,87.6
08436,2012,82.9
08436,2013,81.2
08436,2014,82.6
08436,2015,75.7
08436,2016,72.1
08436,2017,71.8
08436,2018,74.2
08436,2019,72.7
08436,2020,78.8
08436,2021,79.2
08436,2022,76.6
08436,2023,81.5
08436,2024,81.6
08436,2025,86.7
05711,2008,84.8
05711,2009,92.2
05711,2010,89
05711,2011,89.3
05711,2012,85.6
05711,2013,81.7
05711,2014,75
05711,2015,71.4
05711,2016,74.1
05711,2017,74
05711,2018,71.6
05711,2019,74
05711,2020,69
05711,2021,77.5
05711,2022,74.6
05711,2023,73.4
05711,2024,77.6
05711,2025,81.2
03454,2008,80.5
03454,2009,99
03454,2010,108.5
03454,2011,88.4
03454,2012,81.3
03454,2013,76.3
03454,2014,69
03454,2015,65.6
03454,2016,61.4
03454,2017,60.5
03454,2018,63.4
03454,2019,63.8
03454,2020,69.3
03454,2021,75.6
03454,2022,74.3
03454,2023,74.8
03454,2024,75.5
03454,2025,82.9
08116,2008,97.5
08116,2009,103.9
08116,2010,105.7
08116,2011,103.3
08116,2012,95.3
08116,2013,96.2
08116,2014,88.4
08116,2015,87.2
08116,2016,83.2
08116,2017,81.6
08116,2018,76.3
08116,2019,77.2
08116,2020,79.7
08116,2021,84
08116,2022,84
08116,2023,84.8
08116,2024,83.9
08116,2025,92.2
05111,2008,131.6
05111,2009,130.9
05111,2010,137.9
05111,2011,139.4
05111,2012,128.8
05111,2013,130.7
05111,2014,125.7
05111,2015,125.8
05111,2016,115.5
05111,2017,118.1
05111,2018,109.4
05111,2019,105.7
05111,2020,96.5
05111,2021,121.8
05111,2022,114.6
05111,2023,112.6
05111,2024,119.7
05111,2025,114.8
09363,2008,72.6
09363,2009,77.6
09363,2010,75.5
09363,2011,76
09363,2012,78.6
09363,2013,73.9
09363,2014,72.1
09363,2015,73.7
09363,2016,65.1
09363,2017,58.6
09363,2018,64
09363,2019,73.2
09363,2020,62.6
09363,2021,78.8
09363,2022,71
09363,2023,85.7
09363,2024,81.1
09363,2025,85.3
03404,2008,94
03404,2009,106.7
03404,2010,105.1
03404,2011,101.4
03404,2012,90.7
03404,2013,90.1
03404,2014,89.8
03404,2015,81.2
03404,2016,73.1
03404,2017,77.8
03404,2018,74.2
03404,2019,76.9
03404,2020,56.8
03404,2021,71.4
03404,2022,72.1
03404,2023,83.7
03404,2024,82.1
03404,2025,84.5
05116,2008,105
05116,2009,114.1
05116,2010,111.9
05116,2011,103.7
05116,2012,94.9
05116,2013,97.8
05116,2014,98.9
05116,2015,97.7
05116,2016,95.2
05116,2017,89.9
05116,2018,91.1
05116,2019,86.6
05116,2020,82
05116,2021,90.9
05116,2022,86.6
05116,2023,89.8
05116,2024,90.5
05116,2025,99.6
07143,2008,102.1
07143,2009,99.2
07143,2010,96
07143,2011,93.4
07143,2012,84.4
07143,2013,82.3
07143,2014,88.8
07143,2015,78.9
07143,2016,73.2
07143,2017,73.1
07143,2018,74.5
07143,2019,74.2
07143,2020,73
07143,2021,82.3
07143,2022,78
07143,2023,85.8
07143,2024,83.1
07143,2025,91
06439,2008,112.5
06439,2009,120.8
06439,2010,114.1
06439,2011,111.9
06439,2012,105.5
06439,2013,108.3
06439,2014,98.6
06439,2015,94.3
06439,2016,97.8
06439,2017,87.8
06439,2018,90
06439,2019,95.5
06439,2020,87.6
06439,2021,91.3
06439,2022,95.3
06439,2023,89.6
06439,2024,88
06439,2025,94
04011,2008,85.7
04011,2009,93.7
04011,2010,88.1
04011,2011,83.1
04011,2012,81.4
04011,2013,83.8
04011,2014,74.9
04011,2015,65.7
04011,2016,51.6
04011,2018,94.6
04011,2019,80
04011,2020,66.7
04011,2021,76.5
04011,2022,86.9
04011,2023,88.3
04011,2024,80.6
04011,2025,80
05334,2009,86.1
05334,2010,83.2
05334,2011,85.4
05334,2012,82
05334,2013,81.6
05334,2014,80
05334,2015,75.3
05334,2016,75.8
05334,2017,76.9
05334,2018,72.7
05334,2019,71.7
05334,2020,73.3
05334,2021,71.9
05334,2022,71.4
05334,2023,75.7
05334,2024,72.5
05334,2025,78.4
03257,2008,80
03257,2009,89.9
03257,2010,78.7
03257,2011,80.5
03257,2012,68.9
03257,2013,71.5
03257,2014,71.9
03257,2015,68.4
03257,2016,66.6
03257,2017,64.6
03257,2018,62.9
03257,2019,61.4
03257,2020,63.7
03257,2021,71.5
03257,2022,73.4
03257,2023,80.1
03257,2024,70.4
03257,2025,81.1
03151,2008,65.6
03151,2009,63
03151,2010,72.3
03151,2011,57.9
03151,2012,54.3
03151,2013,54.4
03151,2014,60.5
03151,2015,54.2
03151,2016,57.3
03151,2017,56.6
03151,2018,55.6
03151,2019,60.2
03151,2020,64.6
03151,2021,74.2
03151,2022,69.3
03151,2023,74.1
03151,2024,71.3
03151,2025,82.1
03354,2008,76.5
03354,2009,72.2
03354,2010,76.1
03354,2011,73.8
03354,2012,62.9
03354,2013,59.6
03354,2014,64.9
03354,2015,65.8
03354,2016,59
03354,2017,69.6
03354,2018,64.1
03354,2019,68.6
03354,2020,66
03354,2021,67
03354,2022,65.5
03354,2023,72.2
03354,2024,74.6
03354,2025,87.1
09661,2008,119.3
09661,2009,130.3
09661,2010,110.8
09661,2011,122.3
09661,2012,119.1
09661,2013,112.5
09661,2014,122.2
09661,2015,105.3
09661,2016,90
09661,2017,82.5
09661,2018,98.1
09661,2019,102.5
09661,2020,90.1
09661,2021,105
09661,2022,111.4
09661,2023,119.9
09661,2024,106.1
09661,2025,110.5
03101,2008,83.6
03101,2009,79.9
03101,2010,79.2
03101,2011,72.7
03101,2012,71.2
03101,2013,69.4
03101,2014,65.8
03101,2015,65.7
03101,2016,61.7
03101,2017,61.5
03101,2018,60.7
03101,2019,60.3
03101,2020,61.3
03101,2021,66.7
03101,2022,63.3
03101,2023,60
03101,2024,57.8
03101,2025,73
06634,2008,85.5
06634,2009,80.4
06634,2010,73
06634,2011,60.7
06634,2012,54.6
06634,2013,56.6
06634,2014,59
06634,2015,58.2
06634,2016,56.6
06634,2017,53.3
06634,2018,55.4
06634,2019,60.5
06634,2020,65
06634,2021,67.6
06634,2022,67.4
06634,2023,67.2
06634,2024,68.3
06634,2025,73.9
06631,2008,80.6
06631,2009,86.4
06631,2010,83.3
06631,2011,76.6
06631,2012,66.2
06631,2013,69.5
06631,2014,64.9
06631,2015,65.4
06631,2016,63.5
06631,2017,70.2
06631,2018,66.1
06631,2019,72.2
06631,2020,70.8
06631,2021,77.3
06631,2022,74.5
06631,2023,78.8
06631,2024,72.4
06631,2025,83.6
03154,2008,61
03154,2009,69.4
03154,2010,55.4
03154,2011,54.9
03154,2012,56
03154,2013,61.3
03154,2014,53.8
03154,2015,54.4
03154,2016,52.3
03154,2017,57.6
03154,2018,55.4
03154,2019,57
03154,2020,60.3
03154,2021,72.2
03154,2022,62.4
03154,2023,63.4
03154,2024,60.9
03154,2025,69.4
09263,2008,92.3
09263,2009,110.4
09263,2010,104.5
09263,2011,91.2
09263,2012,89.4
09263,2013,93.8
09263,2014,87.2
09263,2015,86.2
09263,2016,78.6
09263,2017,81.7
09263,2018,89.3
09263,2019,81
09263,2020,82.2
09263,2021,85.5
09263,2022,88.6
09263,2023,96.5
09263,2024,69.2
09263,2025,87.9
09563,2008,113.1
09563,2009,128.1
09563,2010,134.4
09563,2011,135.8
09563,2012,130.2
09563,2013,143.2
09563,2014,111.1
09563,2015,103.5
09563,2016,94.2
09563,2017,88.8
09563,2018,98.2
09563,2019,89.3
09563,2020,91.1
09563,2021,104.9
09563,2022,91.5
09563,2023,93.8
09563,2024,89.8
09563,2025,97
01057,2008,87
01057,2009,86.8
01057,2010,88.9
01057,2011,90.2
01057,2012,75.9
01057,2013,70.3
01057,2014,72
01057,2015,70.5
01057,2016,69.4
01057,2017,64.2
01057,2018,61.1
01057,2019,65.9
01057,2020,58
01057,2021,75
01057,2022,73.7
01057,2023,74.1
01057,2024,73.6
01057,2025,81.4
03351,2008,81.3
03351,2009,83.4
03351,2010,79.8
03351,2011,75.2
03351,2012,67.5
03351,2013,72.4
03351,2014,73.5
03351,2015,70.3
03351,2016,62.4
03351,2017,64.4
03351,2018,68.5
03351,2019,69.1
03351,2020,76.5
03351,2021,79.9
03351,2022,78.8
03351,2023,83.3
03351,2024,80.4
03351,2025,91.5
08119,2008,93.5
08119,2009,95.9
08119,2010,99.1
08119,2011,94.5
08119,2012,92.5
08119,2013,92.8
08119,2014,84
08119,2015,81
08119,2016,83.1
08119,2017,76.8
08119,2018,75.2
08119,2019,73.9
08119,2020,78
08119,2021,85.1
08119,2022,78.5
08119,2023,80.2
08119,2024,81.9
08119,2025,95.7
07333,2008,89.4
07333,2009,95.5
07333,2010,84.2
07333,2011,75.6
07333,2012,75.2
07333,2013,69.5
07333,2014,74.6
07333,2015,74.8
07333,2016,61.3
07333,2017,68.9
07333,2018,57.9
07333,2019,59.4
07333,2020,66.8
07333,2021,73.2
07333,2022,60.9
07333,2023,69.9
07333,2024,74.5
07333,2025,84.6
08216,2008,79.9
08216,2009,81.4
08216,2010,81.8
08216,2011,82.8
08216,2012,74.3
08216,2013,76.6
08216,2014,70.2
08216,2015,74
08216,2016,70.9
08216,2017,67.3
08216,2018,67
08216,2019,69.6
08216,2020,74.3
08216,2021,78.1
08216,2022,81.1
08216,2023,80.8
08216,2024,83.2
08216,2025,86
07211,2008,88.4
07211,2009,85.7
07211,2010,89.3
07211,2011,86.1
07211,2012,87.3
07211,2013,72.9
07211,2014,77.9
07211,2015,74.8
07211,2016,81.8
07211,2017,84.4
07211,2018,77
07211,2019,70.3
07211,2020,57
07211,2021,67.9
07211,2022,66.3
07211,2023,73.2
07211,2024,80.7
07211,2025,85.6
03457,2008,92.2
03457,2009,89.8
03457,2010,96.2
03457,2011,80.4
03457,2012,78.8
03457,2013,81
03457,2014,73.3
03457,2015,73.8
03457,2016,78.1
03457,2017,75.7
03457,2018,69.1
03457,2019,70.4
03457,2020,76
03457,2021,83.6
03457,2022,69
03457,2023,78.7
03457,2024,74.4
03457,2025,74.6
01061,2008,97.2
01061,2009,103.3
01061,2010,98.4
01061,2011,88.1
01061,2012,84.6
01061,2013,85.3
01061,2014,82.8
01061,2015,81.9
01061,2016,76.9
01061,2017,73.5
01061,2018,70
01061,2019,80.7
01061,2020,67.5
01061,2021,81.9
01061,2022,77.9
01061,2023,76.6
01061,2024,76.6
01061,2025,79.6
05962,2008,75.9
05962,2009,80.3
05962,2010,73.1
05962,2011,67.1
05962,2012,66.8
05962,2013,69.5
05962,2014,65.8
05962,2015,60.2
05962,2016,62.8
05962,2017,58.3
05962,2018,57.4
05962,2019,62.2
05962,2020,61.7
05962,2021,65.7
05962,2022,61.6
05962,2023,60.1
05962,2024,78.1
05962,2025,75.7
09676,2008,99.1
09676,2009,116.8
09676,2010,100.7
09676,2011,98.3
09676,2012,96.2
09676,2013,82.8
09676,2014,80.2
09676,2015,83.6
09676,2016,81.9
09676,2017,79.9
09676,2018,76.6
09676,2019,75.3
09676,2020,80.6
09676,2021,80.9
09676,2022,89.4
09676,2023,87.1
09676,2024,83.6
09676,2025,94.4
01004,2008,95.8
01004,2009,108.7
01004,2010,116.4
01004,2011,118.6
01004,2012,106.9
01004,2013,109.9
01004,2014,97.5
01004,2015,106.3
01004,2016,85.5
01004,2017,93.3
01004,2018,93.7
01004,2019,98.8
01004,2020,88.4
01004,2021,81.2
01004,2022,78.1
01004,2023,88.6
01004,2024,90.7
01004,2025,88.4
03241,2008,83.8
03241,2009,84.8
03241,2010,86
03241,2011,91.3
03241,2012,83.1
03241,2013,81.4
03241,2014,80.3
03241,2015,77.2
03241,2016,71.6
03241,2017,73.2
03241,2018,72.7
03241,2019,76.1
03241,2020,72.2
03241,2021,75.4
03241,2022,77
03241,2023,80.5
03241,2024,80.3
03241,2025,90
05774,2008,93
05774,2009,96.3
05774,2010,98.8
05774,2011,83.9
05774,2012,74.8
05774,2013,75.5
05774,2014,75.3
05774,2015,74.1
05774,2016,81.3
05774,2017,74.5
05774,2018,72.8
05774,2019,77.5
05774,2020,76.8
05774,2021,79.5
05774,2022,72.5
05774,2023,79.3
05774,2024,82.2
05774,2025,86.1
07320,2008,88.4
07320,2009,89.4
07320,2010,94.3
07320,2011,68.6
07320,2012,86.5
07320,2013,93.9
07320,2014,99
07320,2015,111
07320,2016,125.5
07320,2017,125.8
07320,2018,106
07320,2019,90.1
07320,2020,89.5
07320,2021,81.4
07320,2022,92.1
07320,2023,113.8
07320,2024,94.8
07320,2025,84.2
03361,2008,88.4
03361,2009,93.7
03361,2010,89.8
03361,2011,89.1
03361,2012,70.2
03361,2013,72
03361,2014,72.7
03361,2015,70.9
03361,2016,69.7
03361,2017,68.5
03361,2018,69.1
03361,2019,72.8
03361,2020,72
03361,2021,85.8
03361,2022,85.2
03361,2023,87.4
03361,2024,82.8
03361,2025,93.9
01062,2008,106.4
01062,2009,112.8
01062,2010,113.4
01062,2011,116
01062,2012,107.5
01062,2013,108.3
01062,2014,98.3
01062,2015,101.8
01062,2016,98.1
01062,2017,96
01062,2018,92.9
01062,2019,92.4
01062,2020,94.7
01062,2021,96
01062,2022,94.9
01062,2023,97.9
01062,2024,94
01062,2025,99.6
05754,2008,80.3
05754,2009,82.1
05754,2010,80.9
05754,2011,76.8
05754,2012,71.3
05754,2013,74.2
05754,2014,72.2
05754,2015,66.7
05754,2016,70.8
05754,2017,71.3
05754,2018,69.4
05754,2019,73.9
05754,2020,71
05754,2021,74.7
05754,2022,74.4
05754,2023,79
05754,2024,82.1
05754,2025,81.9
09476,2008,61.1
09476,2009,66
09476,2010,64.5
09476,2011,59
09476,2012,57.5
09476,2013,53.2
09476,2014,53.8
09476,2015,51.4
09476,2016,51.6
09476,2017,46
09476,2018,49.5
09476,2019,51.2
09476,2020,59.4
09476,2021,66.6
09476,2022,62.9
09476,2023,63
09476,2024,67.8
09476,2025,74.2
05762,2008,75.4
05762,2009,95.5
05762,2010,90
05762,2011,62.3
05762,2012,59.2
05762,2013,54.1
05762,2014,55.7
05762,2015,57
05762,2016,52.2
05762,2017,56.6
05762,2018,53.6
05762,2019,58
05762,2020,57.4
05762,2021,57.1
05762,2022,61.9
05762,2023,63.2
05762,2024,60.7
05762,2025,67.9
08426,2008,76.1
08426,2009,81.9
08426,2010,78
08426,2011,75.6
08426,2012,72.7
08426,2013,73.6
08426,2014,71.7
08426,2015,71.2
08426,2016,66.4
08426,2017,60.8
08426,2018,64
08426,2019,61.4
08426,2020,65.7
08426,2021,71.9
08426,2022,73.6
08426,2023,75.7
08426,2024,74.1
08426,2025,82.3
09188,2008,145.9
09188,2009,148.9
09188,2010,146.6
09188,2011,149.5
09188,2012,142.7
09188,2013,131.5
09188,2014,134.9
09188,2015,128.7
09188,2016,127
09188,2017,115.9
09188,2018,113
09188,2019,109.3
09188,2020,112
09188,2021,113.8
09188,2022,105.6
09188,2023,106.1
09188,2024,104.3
09188,2025,113.9
09176,2008,85.8
09176,2009,84.5
09176,2010,84.7
09176,2011,76.8
09176,2012,73.6
09176,2013,70.9
09176,2014,68.2
09176,2015,63.8
09176,2016,63.3
09176,2017,59.9
09176,2018,70.8
09176,2019,65.8
09176,2020,66.7
09176,2021,78.1
09176,2022,78.7
09176,2023,76.4
09176,2024,80.6
09176,2025,81
09761,2008,110.5
09761,2009,116.6
09761,2010,123.1
09761,2011,117.2
09761,2012,106.5
09761,2013,114.2
09761,2014,106
09761,2015,100.7
09761,2016,91.5
09761,2017,89.2
09761,2018,89
09761,2019,89.4
09761,2020,88.4
09761,2021,87.2
09761,2022,82
09761,2023,82.5
09761,2024,83.4
09761,2025,94.5
08136,2008,77.9
08136,2009,81
08136,2010,80.6
08136,2011,65.3
08136,2012,61.7
08136,2013,65.5
08136,2014,64.1
08136,2015,66.5
08136,2016,68
08136,2017,65.5
08136,2018,64.4
08136,2019,64.5
08136,2020,70.8
08136,2021,75.6
08136,2022,72.5
08136,2023,74.2
08136,2024,73.7
08136,2025,80.2
09771,2008,115.3
09771,2009,116.3
09771,2010,129.7
09771,2011,116
09771,2012,109.4
09771,2013,91.1
09771,2014,101.1
09771,2015,90.2
09771,2016,88.1
09771,2017,91.5
09771,2018,86.7
09771,2019,90.1
09771,2020,90.4
09771,2021,102.1
09771,2022,92.9
09771,2023,93.2
09771,2024,88.8
09771,2025,90.6
06414,2008,126.4
06414,2009,129.2
06414,2010,134.2
06414,2011,140
06414,2012,134.9
06414,2013,143.5
06414,2014,116.1
06414,2015,116.3
06414,2016,110
06414,2017,98.7
06414,2018,92.8
06414,2019,96.4
06414,2020,87.5
06414,2021,91.6
06414,2022,88.9
06414,2023,96.6
06414,2024,95.7
06414,2025,108.9
03251,2008,86.9
03251,2009,109.2
03251,2010,110.4
03251,2011,97.6
03251,2012,88.7
03251,2013,84.9
03251,2014,80.4
03251,2015,79.4
03251,2016,77.6
03251,2017,81.2
03251,2018,76.3
03251,2019,78
03251,2020,81.1
03251,2021,89
03251,2022,92.1
03251,2023,89.4
03251,2024,87.7
03251,2025,97
07231,2008,88.2
07231,2009,102.6
07231,2010,91.4
07231,2011,72.2
07231,2012,69.2
07231,2013,72.9
07231,2014,65.5
07231,2015,65.8
07231,2016,68.4
07231,2017,64.2
07231,2018,61
07231,2019,64.5
07231,2020,67.2
07231,2021,69.5
07231,2022,66
07231,2023,75.8
07231,2024,65.8
07231,2025,67.6
08416,2008,77.6
08416,2009,79.4
08416,2010,79.5
08416,2011,78.6
08416,2012,72
08416,2013,65.6
08416,2014,65.7
08416,2015,64
08416,2016,59.4
08416,2017,61.7
08416,2018,58.6
08416,2019,60.6
08416,2020,62.6
08416,2021,65.5
08416,2022,60.1
08416,2023,62.9
08416,2024,65.9
08416,2025,69
06534,2008,100.5
06534,2009,109.6
06534,2010,98.3
06534,2011,118.2
06534,2012,107.8
06534,2013,101.6
06534,2014,95.7
06534,2015,103.3
06534,2016,102.5
06534,2017,103.6
06534,2018,97.1
06534,2019,113.9
06534,2020,98.9
06534,2021,116.4
06534,2022,99.6
06534,2023,112.5
06534,2024,100.3
06534,2025,114.5
07111,2008,117.9
07111,2009,112.8
07111,2010,110.6
07111,2011,114.4
07111,2012,120.4
07111,2013,103.2
07111,2014,102
07111,2015,103.9
07111,2016,93.9
07111,2017,81.6
07111,2018,78.1
07111,2019,85.3
07111,2020,89.3
07111,2021,87.7
07111,2022,79.2
07111,2023,93.4
07111,2024,102.9
07111,2025,108
05374,2008,78.5
05374,2009,85.5
05374,2010,79.9
05374,2011,83.5
05374,2012,77.9
05374,2013,76.7
05374,2014,81.2
05374,2015,77.4
05374,2016,75.6
05374,2017,76.2
05374,2018,77.9
05374,2019,71.9
05374,2020,71.6
05374,2021,77.6
05374,2022,79.1
05374,2023,81.7
05374,2024,85.6
05374,2025,87.4
07331,2008,100.6
07331,2009,110.3
07331,2010,104.7
07331,2011,105.9
07331,2012,99.2
07331,2013,97.8
07331,2014,87.3
07331,2015,80.4
07331,2016,86.6
07331,2017,72.8
07331,2018,75.5
07331,2019,74.6
07331,2020,78.7
07331,2021,86.1
07331,2022,80.3
07331,2023,88.9
07331,2024,77.1
07331,2025,82.3
09663,2008,88.5
09663,2009,86.9
09663,2010,99.4
09663,2011,98.6
09663,2012,86.2
09663,2013,88
09663,2014,82.4
09663,2015,80.9
09663,2016,81.1
09663,2017,80.3
09663,2018,80.9
09663,2019,73
09663,2020,78.6
09663,2021,84.9
09663,2022,69.5
09663,2023,80.2
09663,2024,82.7
09663,2025,92.2
09190,2008,96
09190,2009,102.7
09190,2010,116.6
09190,2011,104.8
09190,2012,99.8
09190,2013,99
09190,2014,100.8
09190,2015,93.5
09190,2016,82.8
09190,2017,89.9
09190,2018,86.1
09190,2019,91
09190,2020,87.6
09190,2021,95.2
09190,2022,89.1
09190,2023,86.2
09190,2024,87.1
09190,2025,93
09273,2008,100.5
09273,2009,98.3
09273,2010,94.3
09273,2011,88.1
09273,2012,81.6
09273,2013,77.8
09273,2014,78.1
09273,2015,82.1
09273,2016,77.8
09273,2017,77.6
09273,2018,82.8
09273,2019,79.9
09273,2020,83.3
09273,2021,86.8
09273,2022,89
